"Quarterly loss from continuing operations at Circuit City Stores Inc. (CC.N) decreased, but the company remains cautious about its outlook.",business,2
"Rookie Zach Johnson tied with Fred Funk for the lead in the Buick tournament after shooting a 5-under-par 65, which was the best score of the day.",sports,1
South Africa has called off a meeting with Equatorial Guinea prosecutors who wanted to question Mark Thatcher about his alleged involvement in a coup attempt in the country.,world,0
"Revised government data reveals that Japan's economy experienced minimal growth in the July-September quarter, and instead of slight growth, it actually shrank in the April-June period.",business,0
Investors in Select Comfort are experiencing frustration as the company's stock performance has been inconsistent.,business,2
The Bank of Canada governor joins others in disputing Sheila Copps' claim that Martin aimed to eliminate the Canada Health Act. Dodge denies Copps' accusation.,Business,0
"The maximum annual benefit for private sector pension plans taken over in 2005 has been raised to \$45,614 for workers who retire at age 65, according to the federal agency responsible for protecting these plans.",business,2
A Chinese-American accused of spying for Taiwan has been accused by Beijing of creating an espionage network in the United States and may face trial soon.,world,0
"The FBI interviewed Bunnatine Greenhouse, the Army contracting chief, who blew the whistle on Halliburton.",business,2
Sprint and Nextel's shares rose after reports of a potential merger between the two companies.,business,2
"Yuliya Nesterenko from Belarus won the women's athletics gold medal in the 100 meters at the Olympics, despite the absence of many top athletes due to doping issues.",sports,0
"The suspects of the E. Guinea coup claim they were tortured and forced to confess, appearing in court in handcuffs to plead their innocence.",World,0
Milosevic was surprised by the lack of applause on the day he was supposed to present his defense strategy in his trial.,world,0
A coal mine gas explosion in central China has resulted in the death of 56 people and left many trapped or missing.,world,0
"Greek and British authorities collaborated to dismantle an illegal software sales operation, resulting in the arrest of two individuals and the confiscation of numerous pirated high-tech software programs.",Business,3
Japan rejected Russia's proposal to return two disputed Kuril islands and insisted on the return of all four islands to formally end World War II.,World,0
Nintendo has returned to profitability in the first half of the fiscal year by eliminating foreign exchange losses and increasing profits from game-software sales.,business,3
"Exit polls indicate that pro-democracy candidates made small gains in Hong Kong's Legislative Council election, while the pro-Beijing camp performed better than anticipated.",world,0
"Sprint will acquire Nextel for approximately $36 billion, resulting in a U.S. wireless carrier with almost 40 million subscribers.",business,2
Eastman Kodak Co. is cutting almost 900 jobs in England and France as well as in three of its manufacturing facilities in Europe due to its transition from traditional film production to digital photography.,business,2
"PalmOne has introduced a new handheld computer that retains data when the battery dies, as part of a revamp of its mobile devices.",business,3
"The Iranian government has passed a bill that requires them to continue their nuclear energy program, which involves uranium enrichment that can be used for both nuclear power and weapons.",world,0
The FCC announced that Viacom and Disney have agreed to pay a fine of $1.5 million for violating advertising restrictions on their children's cable TV networks.,business,2
"A group of armed young men attacked a club owned by an Ivorian and then proceeded to attack a nearby establishment, while chanting for the French. This violence has disrupted the French connection in Ivory Coast.",world,0
"Hundreds of Canadians, including those of Ukrainian descent, protested the perceived rigged outcome of the Ukrainian presidential election despite the freezing temperatures.",world,0
"Bush is confident and has an ambitious plan for his second term, which includes starting work on his proposal to revamp Social Security.",business,0
"Calvin Murphy, a member of the Basketball Hall of Fame, was found not guilty of sexual abuse charges in a Houston courtroom on December 6, 2004.",sports,1
"Oil prices hit a 2-month low of around \$45 per barrel before rebounding, causing energy company stocks to drop and leaving U.S. stock indexes mostly unchanged. However, the technology sector received a boost from an increase in Microsoft shares.",business,2
The survival of US Airways may depend on whether or not they receive labor relief.,business,2
The FCC's decision to step aside may lead to an increase in broadband service.,business,3
"New overtime pay rules will cause confusion among employers and workers regarding eligibility and classification, starting on Monday.",business,2
The Federal Election Commission has elected a new chairman and vice chairman who were unsuccessful in their efforts to impose stricter restrictions on partisan political organizations.,business,0
"Although the withdrawal of Vioxx may harm Merck & Co.'s profits, doctors claim that it is not a setback for arthritis patients as there are numerous other drugs that provide similar relief from symptoms.",business,2
"The release of a significant film about Hitler in Germany is noteworthy, particularly if it depicts the infamous figure as a fallible human.",world,0
"The Memphis Grizzlies have signed forward Stromile Swift to a one-year contract, but the details of the agreement have not been disclosed.",sports,1
"Sprint has many potential heroes and it would be great to view this week's 100-meter race as the greatest ever, with the possibility of four sub-10-second sprints for the first time. It would be enjoyable to watch with excitement rather than concern.",sports,1
"Cablevision's third-quarter loss decreased due to a 20% increase in revenue, driven by an increase in subscribers.",business,2
The US has acknowledged its inability to bring Iran's nuclear issue to the UN Security Council for potential sanctions.,world,0
warns that there may be more dangerous drugs available for purchase. The employee has written extensively about lawsuits filed by consumers who have experienced negative health effects from hormone replacement therapy drugs and Vioxx.,science,2
"Despite doubts about his sainthood, St. Expedite is still sought after by programmers and job seekers for assistance, as reported by Michelle Delio in New Orleans.",world,3
The Maldives has lifted its curfew but postponed parliament sessions indefinitely and maintained emergency rule after quelling riots and detaining dissidents.,world,0
"A senior US official stated that the country, criticized for its environmental policies, will not sign any new climate change agreements at an upcoming environmental conference.",world,3
"Toshiba and TCL have agreed to collaborate on producing and promoting appliances in China, with a focus on the rapidly expanding Chinese market.",business,2
The Kaleidescape System is the subject of a legal dispute between a consumer electronics company and the film industry regarding a home theater jukebox.,business,3
Experts are unsure about the ease of same-sex divorce in other provinces after an Ontario couple was granted Canada's first same-sex divorce.,World,0
"Electronic Arts, the top video game company, announced increased profits for the quarter due to popular games like Madden NFL 2005. However, their stock price dropped when their holiday forecast did not meet Wall Street's expectations.",business,2
The International Cricket Council will establish a global cricket academy in Dubai to enhance the performance of smaller countries.,sports,0
"The University of Virginia football team will participate in the MPC Computers Bowl in Boise, Idaho on December 27th at 2 pm (EST).",sports,1
"Kofi Annan has begun reorganizing UN staff to implement reforms and address scandals, starting with appointing a prominent British agency head as his new chief of staff.",world,0
The Agni II missile launch was successful and Prime Minister Manmohan Singh praised the scientists and engineers involved.,science,0
"Jacques Chirac, who turned 72, is facing challenges within his party and ongoing tension with the United States, causing him to delay his retirement.",world,0
"Shanghai's old city gymnasium, constructed during Mao Zedong's Cultural Revolution, is being renovated for the upcoming NBA exhibition game between the Houston Rockets and the Sacramento Kings.",sports,1
LG Electronics plans to take action against Matsushita Electric Industrial in response to their PDP dispute.,business,2
"United Airlines has announced that it needs to reduce costs by an additional $500 million, according to a bankruptcy court filing before a status hearing on Friday.",business,2
"Robby Gordon intends to participate in Sunday's race while being careful of the usual dangers such as oil spills, tire chunks, and debris.",sports,1
"Tiger Telematics obtained Integra SP, a UK firm that creates software for streaming data and apps to handheld devices, as part of its plan to develop a business smartphone.",Business,3
"During the third quarter of Buffalo's 22-17 win over the New York Jets on Sunday, Bills' right tackle Mike Williams suffered a neck injury and was taken off the field in an ambulance.",sports,1
A group of New Jersey residents have filed a lawsuit to prevent the use of electronic voting machines in the upcoming November 2 election.,business,3
The decline in engineering degrees and foreign student enrollment at U.S. colleges may lead to a brain drain.,science,3
Energy companies are cautious about proceeding with a \$20 billion gas pipeline from Alaska to US markets despite new federal loan guarantees due to unresolved issues.,business,2
"In a video broadcast, Osama bin Laden's second-in-command declared that the United States will be defeated in Iraq and Afghanistan, serving as a call to action for al-Qaida before the anniversary of the Sept. 11 attacks.",world,0
"Sony is the top contender in the competition to acquire MGM, which has a library of over 4,000 titles. Initially, Time Warner was considered the favorite.",business,2
43 drivers will start the MBNA America 400 at Dover International Speedway.,sports,1
Honda is reportedly considering buying the Brackley team and a deal may be completed in the next year.,business,1
"The UK will cancel the debts of the poorest countries to the World Bank, according to Gordon Brown.",world,2
"IBM has created the world's fastest supercomputer, taking the title from a Japanese computer that held it for two years.",Science,3
"Sony and Samsung have agreed to exchange patents, but some important technologies are not included in the agreement.",business,3
"Artificial Christmas trees are becoming more popular among buyers, despite memories of spindly, difficult-to-assemble trees from the past. Renee McDonald recalls the lack of authenticity and scent associated with these trees.",business,2
Kyodo news service reported that a US Army deserter who was accused of desertion has surrendered at a US military base near Tokyo to face charges filed in 1965.,world,0
US officials state that the Abu Ghraib prisoner abuse scandal report will assign responsibility to at least 24 additional individuals.,world,0
"A collision between a school bus and a truck in central Greece resulted in the death of seven people and injuries to 24 others, including students and teachers on their way to the Athens Paralympic Games.",world,0
"Charity workers are waiting for news about Margaret Hassan, an aid worker who was kidnapped in Iraq. A plea for her release was made on television, but there has been no response from her kidnappers.",world,0
"Harry Statham, the basketball coach for McKendree College, initially took the job as a temporary stop in 1966 with the goal of winning a state high school championship. However, he struggled to find a job at a premier high school and hoped that successful seasons at McKendree would lead to better opportunities.",sports,1
Microsoft competitors withdrew from the case. A hearing has been scheduled by the judge to determine the next steps in the appeal against EU sanctions. This comes after two significant Microsoft rivals have pulled out of the case.,business,2
Russia has officially ratified the Kyoto protocol after President Putin signed a bill passed by both chambers of parliament.,world,0
"I hope Barry Bonds is caught for distorting numbers and history, but he is still considered innocent, although less so recently.",sports,1
"The Doubletree Guest Suites Hotel in Allston, which offers great views of the Charles River, is up for sale and may be turned into condos.",business,2
"US Treasury Secretary John Snow has strongly implied that he will not intervene to stop the weakening dollar, despite Europe's requests for assistance.",business,2
"The EU's compromise on Cyprus has made it easier for Turkey to negotiate membership talks, bringing the two sides closer to a historic agreement.",world,0
"Allianz, a German insurance company, plans to contest a US court ruling in New York that increased the amount of insurance money the leaseholder of the World Trade Center towers could receive from nine insurance companies.",business,2
"The United Nations has been warned that equipment capable of producing nuclear weapons has disappeared from Iraq, with satellite images indicating that entire nuclear facilities have been dismantled.",world,0
Analysts predict that Air New Zealand and Qantas Airways will face increased competition on their trans-Tasman route from other airlines after their proposed alliance was rejected.,business,2
Pfizer will pay $430 million to settle all lawsuits claiming harm from insulation products made by its subsidiary.,business,2
"The United Nations signed a cooperation agreement with the International Criminal Court, despite opposition from the United States.",world,0
"The Nikkei average remained unchanged in mid-morning trade on Wednesday, as some blue-chip stocks were bought at lower prices following the resilience of US stocks despite the increase in oil prices.",business,2
The CEO of PeopleSoft has accused Oracle of spreading false information about his stock sales and has threatened to sue them for defamation.,business,3
Researchers hope that analyzing elephant DNA can help prevent the illegal ivory trade by tracing the origins of the ivory being sold.,science,3
"Video game makers' shares surged on Friday as analysts revealed that industry sales had risen by 11% in the previous month, primarily due to the success of two popular titles that were the top sellers during the holiday season.",business,2
"Japan, which has been pacifist for almost 60 years, has recently revised its defense policy by lifting the ban on arms exports and identifying North Korea and China as security risks.",world,0
"On the day of the September 11 attacks, Tom O'Brien, who was then the coach of Boston College, briefly put aside his coaching duties to remember his Navy background.",sports,1
The Engineering Employers Federation's survey shows that the manufacturing industry is currently experiencing its best performance in almost a decade.,business,2
"Microsoft showcases various gadgets in LA that utilize their technology to access media such as movies, music, and video.",business,3
"Ellen Zane, who previously oversaw community doctors for Partners HealthCare, has become the CEO of Tufts-New England Medical Center in Boston's Chinatown neighborhood, which is smaller and different from her previous organization. Her goal is to provide intensive care at Tufts-NEMC.",business,2
The National Christmas Tree Association aims to revive the demand for live trees by promoting designer trees for the national holiday market.,business,2
"Labor Day, which honors workers in the United States, is a term that contradicts its meaning, similar to words like driveway and parkway. It is a day for picnics, not for working, despite issues such as overtime rules and job losses from outsourcing overseas.",world,2
"The anticipated major earthquake in Southern California by Sunday, which has been widely publicized, has not yet occurred.",world,3
"A corporate tax bill worth approximately $140 billion was delayed from being passed due to a provision intended to aid reservists serving in Iraq, causing outrage from a senator.",business,2
Grand Central improves its integration service by enhancing its online platform for transferring business data between companies.,business,3
Mel Karmazin has become the CEO of Sirius Satellite Radio shortly after Howard Stern spoke positively about the company. Karmazin was previously the COO and President of Viacom.,business,2
"While Secretary of State Colin Powell was meeting with Haiti's interim leaders, gunfire broke out outside the presidential palace.",world,0
"Alienware introduces its most affordable home PC yet, signaling a shift away from expensive gaming devices.",business,3
"Four men accused of providing steroids to elite athletes will not have their charges dismissed, as a judge rejected the argument that prosecutors conducted illegal searches of a supplement lab and the home and vehicle of Barry Bonds' trainer.",sports,1
The SEC plans to increase transparency in the hedge fund industry by implementing new regulations that would mandate registration with federal regulators for all but the smallest hedge funds.,business,2
"Danaher Corp. intends to acquire Linx Printing Technologies PLC for \$158 million, which includes transaction expenses, through a cash tender offer.",business,2
Hurricane Ivan caused destruction in Grenada and resulted in 23 deaths across five countries before heading towards Jamaica.,world,0
"Steven Woghin, a former Justice Department attorney, had a successful career as a lawyer and eventually became the chief legal officer at Computer Associates International Inc.",business,2
"share to be higher than previously anticipated, thanks to the popularity of its mobile phone technology.",business,2
"Microsoft CEO Steven Ballmer has announced that the company will not be acquiring PeopleSoft Inc., Oracle Corp., or SAP AG in the business applications market.",business,3
"Sparkling Singh is once again targeting Woods, and the members of the US Tour who are not Vijay Singh are also tormented.",sports,1
"Georgian troops have left South Ossetia and handed over control to peacekeepers after three soldiers were killed in earlier fighting, according to Georgia. Ossetian authorities claim three civilians also died.",world,0
The iPod digital music players from Apple are currently in short supply at retailers such as Amazon.com and Best Buy in the US.,business,3
Wyeth Pharmaceuticals has been granted FDA approval for a kit that aids hemophilia patients in receiving regular treatments in a faster and safer manner.,Science,2
A man identified as American construction contractor Eugene Armstrong was apparently beheaded in a video posted on an Islamic website on Monday.,world,0
The EU Telecommunications Council has introduced Safer Internet Plus to assist parents and teachers in regulating children's online activities.,science,3
"BT has sold its 15.8% stake in Eutelsat, one of the world's largest satellite companies, for £363 million.",business,2
"The biggest software company and retailer have joined forces to launch the newest Windows Media Player, with Wal-Mart as the main anchor.",business,2
"The US textile industry will ask the Bush administration to impose an embargo on Chinese imports, despite a previous rejection of a similar request by Congress.",business,2
"of working poor families, according to the study.",business,2
IBM and four partners have launched an identity management suite to safeguard assets from unauthorized users in business and government agencies.,business,3
"The Audit Bureau of Circulations has released the results of its audit of Newsday, confirming the major discrepancies found in the company's internal audit.",business,2
"Microsoft's letter to customers, written by Steve Ballmer, failed to acknowledge the significant number of customers who wish to use both Windows and Linux.",business,3
"For three months and a few weeks, I have been volunteering on a soup van and mentioning it in conversations to highlight my commitment. Initially unsure of the outcome, I knew I wanted to do good and have since gained clarity.",This news falls under the,3
"US stocks, particularly in the technology sector, decreased due to Intel's reduced revenue forecast caused by a decline in demand for personal computers and mobile phones.",business,2
"In the last 30 months, the football club has spent 11.5 million on transfer fees, loan fees, and appearance payments for 25 players, according to Milan Mandaric.",sports,1
"A China Eastern Airlines commuter plane crashed into a frozen lake in northern China, killing all 54 people on board and on the ground.",world,0
"President Bush has nominated Carlos Gutierrez, the CEO of Kellogg Co, who was born in Cuba, to be the commerce secretary, making him the second Hispanic to be selected for a second-term Cabinet.",business,2
"IBM has released a new version of its DB2 database, incorporating autonomic computing features, in an effort to compete with rival companies.",business,3
"Both presidential candidates have been invited to speak with organizations representing 3 million scientists, engineers, and doctors online.",science,3
"To stay updated, refresh this page often. Many are focused on the Oscar vs. Bernard fight and the writer predicts an upset for Oscar.",sports,1
The funding of election monitors has raised concerns as a delegation paid by a lobbyist linked to a candidate has been accused of compromising the promotion of democracy during the Ukraine elections.,business,0
