text,label
multi-layered and profoundly ,1
very satisfying ,1
the feel of a fanciful motion picture ,1
"vibrant , and intelligent ",1
the yawning chasm where the plot should be ,0
family-oriented ,1
top-notch action powers this romantic drama . ,1
"jacobi , the most fluent of actors , ",1
so with an artistry that also smacks of revelation ,1
to arrest development in a dead-end existence ,0
sets itself apart by forming a chain of relationships that come full circle to end on a positive ( if tragic ) note ,1
providing an experience that is richer than anticipated ,1
's refreshing to see a romance this smart ,1
most importantly ,1
"this little $ 1.8 million charmer , which may not be cutting-edge indie filmmaking ",1
perfectly formed ,1
one of those decades-spanning historical epics that strives to be intimate and socially encompassing but fails to do justice to either effort in three hours of screen time ,0
the cartoonish clichés and sneering humor of the genre as it provides a fresh view of an old type ,1
"flat , flat dialogue ",0
infidelity ,0
is not first-rate ,0
both overplayed and exaggerated ,0
in no small part thanks to lau ,1
a loquacious and dreary piece ,0
has about 25 minutes of decent material ,0
m. night shyamalan 's debut feature sucked up all he has to give to the mystic genres of cinema ,0
become smug or sanctimonious ,0
if the director is trying to dupe the viewer into taking it all as very important simply because the movie is ugly to look at and not a hollywood product ,0
"mr. clooney , mr. kaufman and all their collaborators are entitled to take a deep bow for fashioning an engrossing entertainment out of an almost sure-fire prescription for a critical and commercial disaster . ",1
an intelligent romantic thriller ,1
"it has some of the funniest jokes of any movie this year , including those intended for adults ",1
"into a mostly magnificent directorial career , clint eastwood 's efficiently minimalist style ",1
"a wonderful , imaginative script ",1
godard 's ode to tackling life 's wonderment is a rambling and incoherent manifesto about the vagueness of topical excess ... in praise of love remains a ponderous and pretentious endeavor that 's unfocused and tediously exasperating ,0
all of the filmmakers ' calculations ca n't rescue brown sugar from the curse of blandness . ,0
"that this arrogant richard pryor wannabe 's routine is offensive , puerile and unimaginatively foul-mouthed if it was at least funny ",0
ends up as tedious as the chatter of parrots raised on oprah ,0
rousing ,1
that is apparently as invulnerable as its trademark villain ,0
good ideas ,1
"suffers from a paunchy midsection , several plodding action sequences and a wickedly undramatic central theme ",0
of charm ,1
to doze off for a few minutes or make several runs to the concession stand and/or restroom and not feel as if he or she has missed anything ,0
"stand tall with pryor , carlin and murphy ",1
foolish ,0
your idea of a good time ,1
offers just enough sweet and traditional romantic comedy to counter the crudity . ,1
"every visual joke is milked , ",0
maggots crawling on a dead dog ,0
brutally honest and told with humor and poignancy ,1
have received such a sophisticated and unsentimental treatment on the big screen as they do in this marvelous film ,1
best espionage picture ,1
could make you weep ,0
"the , yes , snail-like pacing ",0
into a laugh-free lecture ,0
beaten ,0
"soulful , ",1
parapsychological ,1
brings the proper conviction to his role as ( jason bourne ) ,1
french cinema 's master craftsmen ,1
the script by david koepp is perfectly serviceable and because he gives the story some soul ... he elevates the experience to a more mythic level . ,1
actually amusing ,1
"like the original , this version is raised a few notches above kiddie fantasy pablum by allen 's astringent wit . ",1
be half as entertaining as it is ,1
epic ,1
that the franchise 's best years are long past ,0
"as quiet , patient and tenacious as mr. lopez himself , who approaches his difficult , endless work with remarkable serenity and discipline . ",1
melodramatic movie ,1
most brilliant and brutal ,1
"other than a mildly engaging central romance , hospital ",0
mastering its formidable arithmetic of cameras and souls ,1
inexcusable dumb ,0
"it were , well , more adventurous ",1
a poem to the enduring strengths of women ,1
long-lived friendships ,1
"acknowledges upfront that the plot makes no sense , ",0
thrives on its taut performances and creepy atmosphere ,1
", violent and mindless ",0
a great companion piece ,1
cheap-looking ,0
with a sickening thud ,0
fear dot com is more frustrating than a modem that disconnects every 10 seconds . ,0
"feel anything much while watching this movie , ",0
addict ,0
the wild thornberrys movie ,1
the predictable parent ,0
"recommended -- as visually bland as a dentist 's waiting room , complete with soothing muzak ",0
"a lot like a well-made pb & j sandwich : familiar , fairly uneventful and boasting no real surprises -- but still quite tasty and inviting all the same ",1
a remarkably insightful look at the backstage angst of the stand-up comic . ,1
achieve a shock-you-into-laughter intensity of almost dadaist proportions ,1
gorgeous ,1
play second fiddle to the dull effects that allow the suit to come to life ,0
"it 's truly awful and heartbreaking subject matter , but one whose lessons are well worth revisiting as many times as possible . ",1
unclean ,0
"a fascinating , bombshell documentary ",1
manages to insult the intelligence of everyone in the audience ,0
more fascinating than the results ,1
the visual flair and bouncing bravado that characterizes better hip-hop clips and is content to recycle images and characters that were already tired 10 years ago ,0
"the movie is clever , offbeat and even gritty enough to overcome my resistance . ",1
"seeing this trite , predictable rehash ",0
must see for all sides of the political spectrum ,1
wonderfully sprawling soap opera ,1
the most highly-praised disappointments i ,0
"though it lacks the utter authority of a genre gem , there 's a certain robustness to this engaging mix of love and bloodletting . ",1
large cast ,1
soulless jumble ,0
"hits every cliche we 've come to expect , including the assumption that `` crazy '' people are innocent , childlike and inherently funny ",0
"it 's just weirdness for the sake of weirdness , and ",0
morality and the choices we make underneath such a mountain of clichés and borrowed images ,0
the heart as well as ,1
excellent companion piece ,1
you 'll find yourself remembering this refreshing visit to a sunshine state . ,1
"it 's as if solondz had two ideas for two movies , could n't really figure out how to flesh either out , so he just slopped ` em together here . ",0
i do n't think that a.c. will help this movie one bit ,0
quite fun in places ,1
"is so slovenly done , so primitive in technique , that it ca n't really be called animation . ",0
", pasty lumpen ",0
narrative banality ,0
"jolly , fun-for-fun 's - sake communal spirit goes to the essence of broadway ",1
of the rare directors who feels acting is the heart and soul of cinema ,1
hit that may strain adult credibility ,0
the incredible storyline ,1
the film buzz and whir ; very little of it ,0
"good actors have a radar for juicy roles -- there 's a plethora of characters in this picture , and not one of them is flat ",1
entertain all ages ,1
terribly ,0
there 's much to recommend the film . ,1
whose charms are immediately apparent ,1
powerful act ,1
"often watchable , though goofy and lurid , blast ",1
inarticulate ,0
any attempts at nuance given by the capable cast ,0
ticket-buyers with great expectations will wind up as glum as mr. de niro . ,0
"'s sharply comic and surprisingly touching , ",1
will be well worth your time . ,1
flabby ,0
littered with trenchant satirical jabs at the peculiar egocentricities of the acting breed ,0
dynamic first act ,1
` innovative ' and ` realistic ' ,1
be as entertaining ,1
a bitter pill ,0
's hard to say who might enjoy this ,0
muck ,0
there 's a clarity of purpose and even-handedness to the film 's direction ,1
has clever ways of capturing inner-city life during the reagan years ,1
animated movies in quite a while ,0
sure where self-promotion ends and the truth begins ,0
well loved classic ,1
about death ,0
this is classic nowheresville in every sense ,0
in addition to scoring high for originality of plot ,1
the subtle direction of first-timer hilary birmingham ,1
be a bit of a cheat in the end ,0
funnier ,1
"is a shaky , uncertain film that nevertheless touches a few raw nerves . ",0
rick ,1
most devastating ,0
"a serious work by an important director who has something new to say about how , in the flip-flop of courtship , we often reel in when we should be playing out ",1
", despite downplaying her good looks , carries a little too much ai n't - she-cute baggage into her lead role as a troubled and determined homicide cop to quite pull off the heavy stuff . ",0
seems to be missing a great deal of the acerbic repartee of the play . ,0
a lazy exercise in bad filmmaking that asks you to not only suspend your disbelief but your intelligence as well ,0
director doug liman and his colleagues have managed to pack it with enough action to satisfy the boom-bam crowd without a huge sacrifice of character and mood ,1
"do n't get williams ' usual tear and a smile , just sneers and bile ",0
toback 's deranged immediacy makes it seem fresh again . ,1
the gloomy film noir veil ,0
unfortunately also ,0
is just too original to be ignored ,1
well-mounted history lesson ,1
had released the outtakes theatrically and used the film as a bonus feature on the dvd ,1
that embraces its old-fashioned themes ,1
you 'll love this movie . ,1
"there are flaws , but also stretches of impact and moments of awe ; ",1
"the whole affair , true story or not , feels incredibly hokey ... ( it ) comes off like a hallmark commercial . ",0
electrocute and dismember their victims in full consciousness ,0
technically proficient and without the pop-up comments ,1
"interminable , shapeless documentary ",0
already tired ,0
"it falls far short of poetry , ",0
( frames ) profound ethical and philosophical questions in the form of dazzling pop entertainment ,1
satisfy ,1
has done excellent work here . ,1
avoid the ghetto of sentimental chick-flicks by treating female follies with a satirical style ,0
", cliche-ridden ",0
innovative ,1
"new , fervently held ideas and fanciful thinkers ",1
piece to watch with kids and use to introduce video as art ,1
cop flick cliches ,0
who are nearly impossible to care about ,0
more sophisticated and literate than such pictures usually are ... ,1
"'s very beavis and butthead , ",1
the komediant is a tale worth catching . ,1
juicy ,1
about the benjamins that 's hard to resist ,1
down to mediocrity ,0
a tragic love story ,1
"been there , done that , liked it much better ",0
imbued with passion and attitude ,1
by the shadowy lighting ,1
"the edge of your seat , tense with suspense ",1
it 's a dish that 's best served cold ,0
fluid and mesmerizing sequence ,1
scores a direct hit . ,1
"any of these three actresses , nor their characters , deserve ",0
"directed by kevin bray , whose crisp framing , edgy camera work , and wholesale ineptitude with acting , tone and pace very obviously mark him as a video helmer making his feature debut . ",1
slapping its target audience ,0
long and eventful ,1
very best pictures ,1
too much syrup ,0
pretend like your sat scores are below 120 ,0
this enthralling documentary ,1
"comedy that is warm , inviting , and surprising . ",1
a jackie chan movie ,1
side snap kicks that it ends up being surprisingly dull ,0
such a bore ,0
to cliches and pat storytelling ,0
simple and soapy ,1
do well to check this one out ,1
the difference is that i truly enjoyed most of mostly martha while i ne ,1
failing ,0
the sword fighting is well done and ,1
"... the first 2/3 of the film are incredibly captivating and insanely funny , thanks in part to interesting cinematic devices ( cool visual backmasking ) , a solid cast , and some wickedly sick and twisted humor ... ",1
as any other arnie musclefest ,0
a coma ,0
little more than preliminary notes for a science-fiction horror film ,0
by an energy that puts the dutiful efforts of more disciplined grade-grubbers ,1
"a good race , one that will have you at the edge of your seat for long stretches ",1
an interesting look behind the scenes of chicago-based rock group wilco ... ,1
"useful in telling the story , which is paper-thin and decidedly unoriginal ",0
tosses around sex toys and offers ,0
hollywood ending is a depressing experience ,0
", delicately performed ",1
injects just enough freshness into the proceedings to provide an enjoyable 100 minutes in a movie theater . ,1
own meager weight ,0
about as exciting to watch as two last-place basketball teams ,0
substantial depth ,1
"uproarious humor with an underlying seriousness that sneaks up on the viewer , providing an experience that is richer than anticipated ",1
"huppert scheming , with her small , intelligent eyes ",1
a tour de force ,1
virulent and foul-natured ,0
"rejects patent solutions to dramatize life 's messiness from inside out , in all its strange quirks ",1
of the quality that keeps dickens evergreen : the exuberant openness with which he expresses our most basic emotions ,1
sumptuous stream ,1
refreshed and hopeful ,1
are more interesting ways of dealing with the subject ,0
a welcome relief ,1
"melds derivative elements into something that is often quite rich and exciting , and always a beauty to behold ",1
powerful drama ,1
a black man getting humiliated by a pack of dogs who are smarter than him ,0
the adrenaline jolt ,1
in addition to hoffman 's powerful acting clinic ,1
and not bad enough to repulse any generation of its fans ,1
at the variety of tones in spielberg 's work ,1
lunacy ,0
"exhaustion , from watching a movie that is dark ( dark green , to be exact ) , sour , bloody and mean ",0
low-budget ,0
with the transparent attempts at moralizing ,0
been readily dismissed as the tiresome rant of an aging filmmaker still thumbing his nose at convention ,0
"the universal themes , ",1
"most daring , and ",1
is an undeniably intriguing film from an adventurous young talent who finds his inspiration on the fringes of the american underground . ,1
huge action sequence ,1
sent back to the tailor for some major alterations ,0
"... the story , like ravel 's bolero , builds to a crescendo that encompasses many more paths than we started with . ",1
bottom-rung new jack city wannabe . ,0
bouncing bravado ,1
brings this unknown slice of history affectingly to life ,1
does n't necessarily ,0
rated eee for excitement ,1
deeply spiritual film taps into the meaning and consolation in afterlife communications . ,1
topics that could make a sailor blush - but lots of laughs . ,1
"at one man 's occupational angst and its subsequent reinvention , a terrifying study of bourgeois ",0
"a rollicking adventure for you and all your mateys , regardless of their ages ",1
one of the best gay love stories ever made ,1
true to its animatronic roots : ,1
misanthropic comedies ,0
pretty stupid ,0
of extraordinary journalism ,1
the banter between calvin and his fellow barbers feels like a streetwise mclaughlin group ... and never fails to entertain . ,1
"the script , the gags , the characters are all direct-to-video stuff , and that 's where this film should have remained ",0
they lack their idol 's energy and passion for detail . ,0
more playful tone ,1
taken ,0
perfectly entertaining ,1
for taking the sometimes improbable story and making it ,1
can be as intelligent as this one is in every regard except its storyline ,1
mib ii '' succeeds due to its rapid-fire delivery and enough inspired levity that it ca n't be dismissed as mindless . ,1
some serious suspense ,1
"odd , poetic road movie ",1
dim-witted and ,0
( ahola ) has a wooden delivery and encounters a substantial arc of change that does n't produce any real transformation . ,0
chalk it up as the worst kind of hubristic folly . ,0
good vampire tale ,1
"it looks good , sonny , but you missed the point ",0
shines in her quiet blue eyes ,1
"'m not sure which is worse : the poor acting by the ensemble cast , the flat dialogue by vincent r. nebrida or the gutless direction by laurice guillen ",0
at his most sparkling ,1
should be complaining when a film clocks in around 90 minutes these days ,0
this aging series ,0
"and , perhaps paradoxically , illuminated ",0
it 's not like having a real film of nijinsky ,0
he shows and empathizes with the victims he reveals ,1
wait for the video ,0
no-surprise ,0
evelyn comes from the heart . ,1
this real-life hollywood fairy-tale ,1
flailing reputation ,0
barely tolerable ,0
crafted here a worldly-wise and very funny script ,1
"it gives poor dana carvey nothing to do that is really funny , and then expects us to laugh because he acts so goofy all the time . ",0
"work -- is charming , ",1
odoriferous thing ,0
magical enough ,1
fun-loving ,1
most substantial feature for some time ,1
all its moodiness ,0
"the film feels formulaic , its plot and pacing typical hollywood war-movie stuff , while the performances elicit more of a sense of deja vu than awe . ",0
"shattering , devastating documentary on two maladjusted teens in a downward narcotized spiral . ",1
titillating material ,1
the road warrior ,1
"i 've seen some bad singer-turned actors , but ",0
the movie tries to make sense of its title character ,0
first ,1
attractive and ,1
is extraordinarily good ,1
strong filmmaking requires a clear sense of purpose ,1
a dashing and absorbing ,1
executed it takes your breath away . ,1
real-life strongman ahola lacks the charisma and ability to carry the film on his admittedly broad shoulders . ,0
"illuminates what it means sometimes to be inside looking out , and at other times outside looking in ",1
is uniformly superb ,1
"to old movies , when you could just rent those movies instead , let alone seek out a respectable new one ",0
the background -- a welcome step ,1
about as overbearing and over-the-top as the family ,0
", you 've got to admire ... the intensity with which he 's willing to express his convictions ",1
's something of the ultimate scorsese film ,1
than an amiable but unfocused bagatelle that plays like a loosely-connected string of acting-workshop exercises ,0
lucratively ,1
"( a ) thoughtful , visually graceful ",1
for only 71 minutes ,1
"take any 12-year-old boy to see this picture , and he 'll be your slave for a year . ",1
pleasing verisimilitude ,1
is otherwise a sumptuous work of b-movie imagination ,1
"the screenplay is hugely overwritten , with tons and tons of dialogue -- most of it given to children . ",0
disintegrating bloodsucker computer effects and jagged camera moves ,0
directed with verve ,1
evolved from star to superstar ,1
tear your eyes ,1
disturbance ,0
as fresh-faced as its young-guns cast ,1
"easily and , in the end , not well enough ",0
fulfilling practically every expectation either a longtime tolkien fan or a movie-going neophyte ,1
's understanding of the expressive power of the camera . ,1
ring hollow ,0
"first and foremost ... the reason to go see `` blue crush '' is the phenomenal , water-born cinematography by david hennings . ",1
seen the deep like you see it in these harrowing surf shots ,1
mean things ,0
with the american dream ,1
siren ,0
although this idea is `` new '' the results are tired ,0
do the subject matter justice ,1
"borstal boy represents the worst kind of filmmaking , the kind that pretends to be passionate and truthful but is really frustratingly timid and soggy . ",0
the year 's worst cinematic tragedies ,0
consistent with the messages espoused in the company 's previous video work ,1
"continues to systematically destroy everything we hold dear about cinema , only now it 's begun to split up so that it can do even more damage ",0
that greasy little vidgame pit in the theater lobby ,0
lends the setting the ethereal beauty of an asian landscape painting ,1
is standard crime drama fare ... instantly forgettable and thoroughly dull . ,0
can obscure this movie 's lack of ideas ,0
real and ,1
"'ve reeked of a been-there , done-that sameness ",0
a surprisingly faithful remake of its chilly predecessor ,1
the choices ,1
", though goofy and lurid , ",1
of the avant-garde fused with their humor ,1
is so intimate and sensual and funny and psychologically self-revealing that it makes most of what passes for sex in the movies look like cheap hysterics . ,1
about an adult male dressed in pink jammies ,0
"it embraces it , energizes it and takes big bloody chomps out of it ",1
exploitative and largely devoid ,0
hates criticism so much that he refuses to evaluate his own work ,0
completely predictable plot ,0
screwball farce and blood-curdling family intensity on one continuum ,1
is even more ludicrous than you 'd expect from the guy-in-a-dress genre ,0
"it is a loose collection of not-so-funny gags , scattered moments of lazy humor ",0
nonsensical and ,0
"fails on its own , but ",0
too amateurish and awkward ,0
ethical and philosophical ,1
victimized ,0
with the surface histrionics failing to compensate for the paper-thin characterizations and facile situations ,0
"rarely easy , obvious or self-indulgent ",1
"insomnia loses points when it surrenders to a formulaic bang-bang , shoot-em-up scene at the conclusion . ",0
seem so impersonal or even shallow ,0
extravagantly ,1
with conspicuous success ,1
the delicious trimmings ,1
"'s something of the ultimate scorsese film , with all the stomach-turning violence , colorful new york gang lore and other hallmarks of his personal cinema painted on their largest-ever historical canvas . ",1
who rambles aimlessly through ill-conceived action pieces ,0
"in a heartwarming , nonjudgmental kind of way -- ",1
will likely prefer to keep on watching ,1
back with the astonishing revelation ,1
a deliciously nonsensical comedy ,1
major pleasures ,1
major pleasures from portuguese master manoel de oliviera ,1
is one of those rare pictures that you root for throughout ,1
"if you 're not , you 'll still have a good time . '' ",1
who comes across as both shallow and dim-witted ,0
was put through torture for an hour and a half ,0
not enough puff ,1
courageous ,1
is unusual but unfortunately also irritating ,0
low-grade ,0
requiring a great deal of thought ,1
major acting lessons and maybe a little coffee ,0
"is that rare combination of bad writing , bad direction and bad acting -- the trifecta of badness . ",0
open yourself up to mr. reggio 's theory of this imagery as the movie 's set ,1
the rare imax movie that you 'll wish ,1
a delicious crime drama on par ,1
dared to mess with some powerful people ,0
stands as one of the great films about movie love ,1
: it 's not really funny . ,0
funny pace ,1
drab ,0
languorous charm ,1
"aided by a cast that seems to include every top-notch british actor who did not appear in gosford park ( as well as one , ms. mirren , who did ) ",1
"no way original , or even ",0
gorgeous color palette ,1
"difficult , endless ",0
to see this terrific film with your kids -- if you do n't have kids borrow some ,1
escaped the rut dug by the last one ,0
laughingly ,1
is easy to take this film at face value and enjoy its slightly humorous and tender story ,1
"a surprisingly flat retread , hobbled by half-baked setups and sluggish pacing . ",0
daring and ,1
it 's almost worth seeing because it 's so bad ,0
mind-numbingly awful ,0
did n't particularly like e.t. the first time i saw it as a young boy ,0
find comfort in familiarity ,1
( lin chung 's ) voice is rather unexceptional ,0
"is a paper bag to wear over his head when he goes out into public , to avoid being recognized as the man who bilked unsuspecting moviegoers . ",0
"diesel , with his brawny frame and cool , composed delivery , fits the bill perfectly ",1
taking a hands-off approach when he should have shaped the story to show us why it 's compelling ,0
can detract from the affection of that moral favorite ,0
makes the grade as tawdry trash . ,0
dumped ,0
"directed , barely , by there ",0
"warm , fuzzy feeling ",1
combines the enigmatic features of ` memento ' with the hallucinatory drug culture of ` requiem for a dream . ,1
breathtakingly ,1
"an admirable reconstruction of terrible events , and a fitting ",1
the ethereal beauty ,1
passe ,0
as a tragic figure ,0
"faithful without being forceful , sad without being shrill ",1
ca n't recommend it . ,0
"under a red bridge is a celebration of feminine energy , a tribute to the power of women to heal . ",1
an entertainment ,1
male hip hop fantasy ,1
major problem ,0
make the suckers out there surrender $ 9 and 93 minutes of unrecoverable life ,0
often hilarious . ,1
an interesting exercise by talented writer/director anderson ,1
needed so badly ,0
a quirky comedy set in newfoundland that cleverly captures the dry wit that 's so prevalent on the rock . ,1
which will take longer to heal : the welt on johnny knoxville 's stomach from a riot-control projectile or my own tortured psyche ,0
pushed to their most virtuous limits ,1
runs out of steam after a half hour ,0
"no character , ",0
holocaust escape story ,1
"is a story that zings all the way through with originality , humor and pathos . ",1
to turn his movie in an unexpected direction ,1
"it sees those relationships , including that between the son and his wife , and the wife and the father , and between the two brothers , with incredible subtlety and acumen . ",1
"allowing us to find the small , human moments , and ",1
"is almost entirely witless and inane , ",0
fresh good looks and an ease in front of the camera ,1
humor and poignancy ,1
", it still seems endless . ",0
a good-natured ensemble comedy ,1
"brings a beguiling freshness to a coming-of-age story with such a buoyant , expressive flow of images ",1
been worth cheering as a breakthrough ,1
is a shrewd and effective film from a director who understands how to create and sustain a mood ,1
congrats disney on a job ,1
entirely wholesome ,1
mugging their way through snow dogs ,0
"second helpings of love , romance , tragedy , false dawns , real dawns , comic relief ",1
a more graceful way ,1
every punchline predictable ,0
"a sleep-inducingly slow-paced crime drama with clumsy dialogue , heavy-handed phoney-feeling sentiment , and an overly-familiar set of plot devices . ",0
displays with somber earnestness in the new adaptation of the cherry orchard ,1
the verdict : two bodies and hardly a laugh between them . ,0
manages to be even worse than its title ,0
", this is the one . ",1
a lump of run-of-the-mill profanity ,0
strangely believable ,1
a gangster movie with the capacity to surprise . ,1
"wiseman is patient and uncompromising , letting his camera observe and record the lives of women torn apart by a legacy of abuse ",1
original and highly cerebral ,1
"j. lo will earn her share of the holiday box office pie , although this movie makes one thing perfectly clear : she 's a pretty woman , but she 's no working girl . ",1
"is worth your time , ",1
"`` real women have curves '' is a sweet , honest , and enjoyable comedy-drama about a young woman who wants many things in life , but fears she 'll become her mother before she gets to fulfill her dreams . ",1
"the attraction between these two marginal characters is complex from the start -- and , refreshingly , stays that way . ",1
something else altogether -- clownish and ,1
playfully profound ... and crazier than michael jackson on the top floor of a skyscraper ,1
fest that 'll put hairs on your chest . ,1
hugely enjoyable film ,1
is still charming here ,1
"is funny , charming and quirky ",1
sympathetic without being gullible ,1
can get on television for free ,0
brutally labored and unfunny ,0
humor and ,1
a film school undergrad ,0
manages to nail the spirit-crushing ennui of denuded urban living without giving in to it ,1
mention inappropriate and wildly undeserved ,0
with amazing finesse ,1
valiant effort to understand everyone 's point of view ,1
"the pianist ( is ) a supremely hopeful cautionary tale of war 's madness remembered that we , today , can prevent its tragic waste of life ",1
"sure the filmmaker would disagree , but , honestly , i do n't see the point ",0
smoothly ,1
contrasting the sleekness of the film 's present with the playful paranoia of the film 's past ,1
unholy hokum ,0
's lacking a depth in storytelling usually found in anime like this ,0
comes alive when poor hermocrates and leontine pathetically compare notes about their budding amours ,1
succumbing to sentimentality ,0
should never forget ,1
"... for all its social and political potential , state property does n't end up being very inspiring or insightful . ",0
"all the sensuality , all the eroticism of a good vampire tale ",1
will turn out okay ,1
we keep getting torn away from the compelling historical tale to a less-compelling soap opera ,0
has no place to go since simone is not real ,0
creeps into your heart . ,1
the magnificent jackie chan ,1
its audacious ambitions sabotaged by pomposity ,0
like a lazy summer afternoon ,1
paced and satisfying ,1
"first-class , natural acting and a look at `` the real americans '' ",1
", should scare any sane person away . ",0
try hard ,0
impressive results ,1
sometimes the dreams of youth should remain just that ,0
intricate preciseness ,1
"the cleverness , the weirdness and ",1
"this man so watchable is a tribute not only to his craft , but to his legend ",1
a man has made about women since valley of the dolls ,1
"over the map thematically and stylistically , and borrows heavily from lynch , jeunet , and von trier while failing to find a spark of its own ",0
a thoughtful what-if ,1
poor ,0
is extremely thorough ,1
praises female self-sacrifice ,1
argentine retread ,0
it seeks excitement in manufactured high drama ,0
"is the gabbiest giant-screen movie ever , bogging down in a barrage of hype ",0
"rather , pity anyone who sees this mishmash . ",0
though it 's not very well shot or composed or edited ,0
for self-deprecating comedy ,1
with the cliché-laden screenplay ,0
"interminably bleak , to say nothing of boring . ",0
becomes the last thing you would expect from a film with this title or indeed from any plympton film : boring . ,0
suited neither to kids or adults ,0
"is so different from the apple and so striking that it can only encourage us to see samira makhmalbaf as a very distinctive sensibility , working to develop her own film language with conspicuous success ",1
too predictably ,0
", are about a half dozen young turks angling to see how many times they can work the words `` radical '' or `` suck '' into a sentence . ",0
what 's really so appealing about the characters is their resemblance to everyday children . ,1
"director hoffman , with great help from kevin kline , ",1
the observations ,1
"stunning , taxi driver-esque portrayal ",1
a natural sense for what works ,1
hollywood confection ,0
gets full mileage ,1
suitable summer entertainment that offers escapism without requiring a great deal of thought ,1
a revealing look at the collaborative process ,1
"sharp comedy , ",1
"an extraordinary film , not least ",1
turns numbingly dull-witted and disquietingly creepy . ,0
been immersed in a foreign culture only to find that human nature is pretty much the same all over ,1
becomes a sermon for most of its running time ,0
"the premise of `` abandon '' holds promise , ... ",1
bears ... should keep parents amused with its low groan-to-guffaw ratio . ,1
suitably kooky which should appeal to women ,1
"a bit of a downer and a little over-dramatic at times , ",0
"a thoroughly enjoyable , heartfelt ",1
seem to hit ,1
"cheap , vulgar dialogue and a plot that crawls along at a snail 's pace . ",0
"easy , cynical potshots at morally bankrupt characters ",0
"its leaden acting , dull exposition and ",0
"there 's a persistent theatrical sentiment and a woozy quality to the manner of the storytelling , which undercuts the devastatingly telling impact of utter loss personified in the film 's simple title . ",0
urge to doze ,0
to make the stones weep -- as shameful as it ,0
"the directing and story are disjointed , flaws that have to be laid squarely on taylor 's doorstep . ",0
"a pleasant distraction , a friday night diversion , ",1
its engaging simplicity is driven by appealing leads . ,1
that criticizing feels more like commiserating ,0
"is a tribute to shyamalan 's gifts , which are such that we 'll keep watching the skies for his next project ",1
high crimes carries almost no organic intrigue as a government / marine/legal mystery ,0
ferrara 's best film in years . ,1
true fans ,1
"robin williams , death to smoochy ",1
blazingly alive and admirable ,1
"know why steven seagal is considered a star , nor why he keeps being cast in action films when none of them are ever any good or make any money ",0
crappy ,0
steers refreshingly clear of the usual cliches . ,1
