"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"21 [[things]] that [[make]] [[Australia]] a way better country than the US and I don’t even [[mention]] gun control URL URL","21 [[stuff]] that [[exert]] [[Queensland]] a way better country than the US and I don’t even [[telling]] gun control URL URL",0.11960220336914062,0.5330594778060913,0,1,0,157,"Successful"
"@[[USER]] [[Follow]] The Pen🖋...#MAGA🇺🇸 [[It]] Is Mightier Than The Sword 🗡  #QANON🇺🇸   #WWG1WGA🇺🇸","@[[ABUSERS]] [[Surveillance]] The Pen🖋...#MAGA🇺🇸 [[He]] Is Mightier Than The Sword 🗡  #QANON🇺🇸   #WWG1WGA🇺🇸",0.09609043598175049,0.534684419631958,0,1,0,80,"Successful"
"@USER This man is one of the most intelligent highly [[accomplished]] Black men in the USA yet, White Liberals &amp; the Old Order"" (his words) have been successfully able to have him disowned by his own people. No Black child looks up to this man for [[inspiration]] bc to them he doesn't exist [[URL]]","@USER This man is one of the most intelligent highly [[fait]] Black men in the USA yet, White Liberals &amp; the Old Order"" (his words) have been successfully able to have him disowned by his own people. No Black child looks up to this man for [[inspires]] bc to them he doesn't exist [[HTTP]]",0.25008469820022583,0.5174912214279175,0,1,0,67,"Successful"
"@USER @USER You are the In educated [[twat]]! That speed [[crap]] and can’t read obviously🤒!","@USER @USER You are the In educated [[fagot]]! That speed [[caca]] and can’t read obviously🤒!",0.16015732288360596,0.8812276124954224,1,0,1,103,"Successful"
"22 kids a day shot in [[USA]] ? statues of [[children]] hiding under desks to silently plead with voters for [[protection]] URL URL","22 kids a day shot in [[US]] ? statues of [[brats]] hiding under desks to silently plead with voters for [[protecting]] URL URL",0.1028602123260498,0.6716392040252686,0,1,0,102,"Successful"
"@[[USER]] @[[USER]] [[Yeah]] he is","@[[ABUSERS]] @[[EATERS]] [[Yea]] he is",0.05570489168167114,0.6265237331390381,0,1,0,102,"Successful"
"A [[bitch]] built [[like]] that could beat my [[ass]] all she [[wants]] URL","A [[vixen]] built [[love]] that could beat my [[hiney]] all she [[aspiration]] URL",0.18282854557037354,0.8749657869338989,1,0,1,132,"Successful"
"@[[USER]] [[Cue]] the gun [[control]] crowd.","@[[EATERS]] [[Tail]] the gun [[watchdog]] crowd.",0.10110527276992798,0.6407214403152466,0,1,0,88,"Successful"
"@USER She is a Republican [[hypocrite]]!","@USER She is a Republican [[devout]]!",0.1846388578414917,0.909432053565979,1,0,1,48,"Successful"
"@USER @USER Wow she is nuts!","@USER @USER Wow she is nuts!",0.7751371264457703,0.7751371264457703,1,1,0,1,"Skipped"
"@[[USER]] [[If]] you are [[considering]] leaving the Republican party [[PLEASE]] [[DO]]. We don't need anymore pretend Republicans interfering with Trump's awesome agenda. Sounds like you need to just resign.","@[[WEARER]] [[Except]] you are [[scrutinized]] leaving the Republican party [[POSER]] [[HAVE]]. We don't need anymore pretend Republicans interfering with Trump's awesome agenda. Sounds like you need to just resign.",0.21045070886611938,0.5410043001174927,0,1,0,127,"Successful"
"@[[USER]] @USER @USER @[[USER]] @[[USER]] @[[USER]] @[[USER]] @[[USER]] [[Thank]] you. [[Good]] to [[see]] we are [[trying]] this [[approach]] in [[addition]] to others. [[Too]] [[often]] this issue is used as an [[excuse]] to tax. [[Please]] can you [[report]] [[updates]] when they [[become]] [[known]]? [[Thanks]]. 👍🏻","@[[ABUSERS]] @USER @USER @[[ABUSERS]] @[[ABUSERS]] @[[EATERS]] @[[ABUSERS]] @[[ABUSERS]] [[Felicitations]] you. [[Super]] to [[think]] we are [[struggling]] this [[manner]] in [[moreover]] to others. [[Duly]] [[popularly]] this issue is used as an [[pretenses]] to tax. [[Demands]] can you [[inform]] [[modernized]] when they [[constituted]] [[notorious]]? [[Felicitations]]. 👍🏻",0.05814957618713379,0.5038933753967285,0,1,0,633,"Successful"
"@USER @USER Anything against a [[conservative]] must be believed. Liberals get a pass.","@USER @USER Anything against a [[scrupulous]] must be believed. Liberals get a pass.",0.08928430080413818,0.652967631816864,0,1,0,20,"Successful"
"@USER @USER @USER You do scare Americans w/ ur fake dem platform. It’s mainly ur corrupt GOP ethics being ok w/ supporting pedofiles treason &amp; voter suppression &amp; the like. Dems actually want improved health care for all sensible gun control humane immigration policies &amp; to help all not just 1%ers","@USER @USER @USER You do scare Americans w/ ur fake dem platform. It’s mainly ur corrupt GOP ethics being ok w/ supporting pedofiles treason &amp; voter suppression &amp; the like. Dems actually want improved health care for all sensible gun control humane immigration policies &amp; to help all not just 1%ers",0.7162893414497375,0.7162893414497375,1,1,0,1,"Skipped"
"@USER and @USER [[states]] that she [[went]] to [[save]] herself from online abuse. If she wants to live in [[peace]] then why she is not taking case back and [[asking]] [[relatives]] to attend hearing.  Contradictory statements and action.","@USER and @USER [[sate]] that she [[going]] to [[stow]] herself from online abuse. If she wants to live in [[pacifist]] then why she is not taking case back and [[poser]] [[folks]] to attend hearing.  Contradictory statements and action.",0.17556136846542358,0.5332039594650269,0,1,0,206,"Successful"
"@USER @[[USER]] [[Wow]] this was the most civil gun control [[debate]]/arguement ive even seen on twitter","@USER @[[PATRONS]] [[Geeze]] this was the most civil gun control [[controversy]]/arguement ive even seen on twitter",0.13614332675933838,0.5692517757415771,0,1,0,115,"Successful"
"@USER @USER Not all of us Conservatives are that gullible.   Manny has some good points now and then... but when he starts spewing US propaganda .. it sickens me.  He asked for the term and I gave one... He'll have no rebuttal.  You watch.","@USER @USER Not all of us Conservatives are that gullible.   Manny has some good points now and then... but when he starts spewing US propaganda .. it sickens me.  He asked for the term and I gave one... He'll have no rebuttal.  You watch.",0.6040049195289612,0.6040049195289612,1,1,0,1,"Skipped"
"@USER 2018-09-14 23:56  [[Congratulations]]! [[You]] are on no blocklists that we can [[find]] by [[scraping]] publicly [[available]] blocktogether lists  [[Please]] [[check]] my [[follows]] for [[people]] [[incorrectly]] blocked - URL","@USER 2018-09-14 23:56  [[Congrats]]! [[Thyself]] are on no blocklists that we can [[get]] by [[clawing]] publicly [[disposable]] blocktogether lists  [[Called]] [[ticking]] my [[henceforth]] for [[peoples]] [[unlawfully]] blocked - URL",0.06529176235198975,0.5647729635238647,0,1,0,273,"Successful"
"@USER Actually Tyler had planned to cut Angela after Brett so she is just as clueless. This 'showmance' and her being hated changed his mind.","@USER Actually Tyler had planned to cut Angela after Brett so she is just as clueless. This 'showmance' and her being hated changed his mind.",0.5752531290054321,0.5752531290054321,1,1,0,1,"Skipped"
"@[[USER]] @[[USER]] Like Antifa hiding their [[faces]]?","@[[ABUSERS]] @[[EATERS]] Like Antifa hiding their [[tussle]]?",0.06851482391357422,0.5459632873535156,0,1,0,100,"Successful"
"@USER I [[believe]] he is winded! Some [[nights]] you just don't have it I guess","@USER I [[devine]] he is winded! Some [[noches]] you just don't have it I guess",0.14233821630477905,0.5282119512557983,0,1,0,60,"Successful"
"@USER Get the hell out of my country that u hate @USER the u have trashed &amp; weaponized OUR GOVT for 8 yrs to destroy us &amp; quit telling our kids to hate the best county your a disgrace!","@USER Get the hell out of my country that u hate @USER the u have trashed &amp; weaponized OUR GOVT for 8 yrs to destroy us &amp; quit telling our kids to hate the best county your a disgrace!",0.8374322652816772,0.8374322652816772,1,1,0,1,"Skipped"
"@USER School food ass anyways😂😂","@USER School food ass anyways😂😂",0.8056016564369202,0.8056016564369202,1,1,0,1,"Skipped"
"Krav Maga Defcon Wuppertal @ [[Body]] [[Masters]] URL","Krav Maga Defcon Wuppertal @ [[Corpse]] [[Lord]] URL",0.0953361988067627,0.7145186066627502,0,1,0,74,"Successful"
"@USER @USER @USER Omg what country were you in?? It wasn’t America. But again you liberals will believe ANYTHING","@USER @USER @USER Omg what country were you in?? It wasn’t America. But again you liberals will believe ANYTHING",0.7967725992202759,0.7967725992202759,0,0,1,1,"Skipped"
"@USER @USER Mine go drafts too. @USER stop this [[crap]] I'm gathering proof your censoring conservatives","@USER @USER Mine go drafts too. @USER stop this [[merde]] I'm gathering proof your censoring conservatives",0.19362902641296387,0.6931384205818176,1,0,1,49,"Successful"
"@[[USER]] The Framers of the Constitution were [[primarily]] White Anglo-Saxon men so what might that [[tell]] us about modern [[day]] Anti-federalists and the Antifa [[movement]] and the extremes they might go to?  URL URL","@[[ABUSERS]] The Framers of the Constitution were [[massively]] White Anglo-Saxon men so what might that [[declaring]] us about modern [[jour]] Anti-federalists and the Antifa [[wiggle]] and the extremes they might go to?  URL URL",0.11345440149307251,0.5029604434967041,0,1,0,159,"Successful"
"@[[USER]] only the [[real]] [[ones]] .","@[[ABUSERS]] only the [[veritable]] [[people]] .",0.06219661235809326,0.32202696800231934,0,0,0,51,"Failed"
"@USER And when they met he looked at her and said I'm in charge in you're my [[bitch]]. Even though he knew that she is a Domme and was there in that capacity. He tried to control the situation and take over and she had to shut him down and get the hell out of there so she didn't get hurt.","@USER And when they met he looked at her and said I'm in charge in you're my [[blackguard]]. Even though he knew that she is a Domme and was there in that capacity. He tried to control the situation and take over and she had to shut him down and get the hell out of there so she didn't get hurt.",0.2026677131652832,0.5275644063949585,1,0,1,42,"Successful"
"@USER @USER @USER @USER [[Pressure]] from other liberals may make him change his mind. Their [[goal]] is the end [[result]]. They don’t care what it takes to [[get]] there.","@USER @USER @USER @USER [[Tension]] from other liberals may make him change his mind. Their [[fin]] is the end [[repercussions]]. They don’t care what it takes to [[earn]] there.",0.14215350151062012,0.5465801358222961,0,1,0,167,"Successful"
"@USER He ruined the brand for what? Kaepernick?","@USER He ruined the brand for what? Kaepernick?",0.5180607438087463,0.5180607438087463,0,0,1,1,"Skipped"
"@[[USER]] you are not the [[true]] Columbia Bugle. Gfy","@[[ABUSERS]] you are not the [[decent]] Columbia Bugle. Gfy",0.10708081722259521,0.721145749092102,0,1,0,38,"Successful"
"&lt;treph&gt; [[I]] [[have]] my [[computer]] &[[lt]];treph&gt; and &lt;treph&gt; no [[job]]. &lt;treph&gt; &gt; i &lt;treph&gt; [[You]] are [[carrying]]: &lt;treph&gt; a [[computer]] &[[lt]];treph&gt; no job","&lt;treph&gt; [[me]] [[was]] my [[computers]] &[[lieutenant]];treph&gt; and &lt;treph&gt; no [[work]]. &lt;treph&gt; &gt; i &lt;treph&gt; [[Thyself]] are [[hauling]]: &lt;treph&gt; a [[machine]] &[[lieut]];treph&gt; no job",0.09390377998352051,0.16781753301620483,0,0,0,136,"Failed"
"-You would never guess that this employee plays Covet (a fashion game) on her iPad in her free time. 📱 -She has a strange phobia of dogs.🐕 -She is amazingly weird! She can jump over her foot while it is in... URL","-You would never guess that this employee plays Covet (a fashion game) on her iPad in her free time. 📱 -She has a strange phobia of dogs.🐕 -She is amazingly weird! She can jump over her foot while it is in... URL",0.782049298286438,0.782049298286438,0,0,1,1,"Skipped"
"7th and 8th [[grade]] [[football]] [[will]] [[be]] [[looking]] for [[parent]] volunteers to [[help]] [[assist]] with our [[concession]] [[stand]].  If you are interested you my email me at darell.maddox@USER","7th and 8th [[degree]] [[soccer]] [[gonna]] [[constitutes]] [[googling]] for [[mommies]] volunteers to [[helping]] [[serves]] with our [[dealership]] [[attitude]].  If you are interested you my email me at darell.maddox@USER",0.056264638900756836,0.5218660831451416,0,1,0,333,"Successful"
"@USER @USER Isn’t that the Amazon [[bitch]] from Antifa?","@USER @USER Isn’t that the Amazon [[puta]] from Antifa?",0.21624469757080078,0.9394799470901489,1,0,1,57,"Successful"
". . .[[If]] you [[actually]] d i d expose that, I'd be [[questioning]] you.""  She's [[shifting]] a [[little]], [[exhaling]] [[rather]] shakily. She is [[tempted]] to shush him.  (How cheeky). URL",". . .[[Than]] you [[certainly]] d i d expose that, I'd be [[interrogating]] you.""  She's [[mover]] a [[petite]], [[breathes]] [[totally]] shakily. She is [[dabbled]] to shush him.  (How cheeky). URL",0.14095735549926758,0.511006772518158,0,1,0,222,"Successful"
"@USER Whoever you are you deserve this URL","@USER Whoever you are you deserve this URL",0.9480329751968384,0.9480329751968384,0,0,1,1,"Skipped"
"@[[USER]] Now you are a Netflix whisperer? Jack of all trades [[right]] here. 😒","@[[ABUSERS]] Now you are a Netflix whisperer? Jack of all trades [[rightly]] here. 😒",0.09096765518188477,0.504203736782074,0,1,0,26,"Successful"
"@USER Poor B she is desperate for attention so she [[tries]] to take it off from MAC Miller and put it back on her by her sarcasm which totally flopped. B stick to grieving silently and allow the families who have lost their loved ones to [[grieve]] without you [[taking]] that away from them.","@USER Poor B she is desperate for attention so she [[sues]] to take it off from MAC Miller and put it back on her by her sarcasm which totally flopped. B stick to grieving silently and allow the families who have lost their loved ones to [[mourn]] without you [[adoptions]] that away from them.",0.2377414107322693,0.5106525421142578,0,1,0,152,"Successful"
"@USER [[bitch]] i saw your whole [[ass]] tweet from [[wednesday]] you [[bitches]] [[always]] [[talking]] [[shit]] then back [[pedaling]] lmao just admit it","@USER [[hussy]] i saw your whole [[rump]] tweet from [[wed]] you [[harlots]] [[periodically]] [[interviewing]] [[geez]] then back [[coasting]] lmao just admit it",0.15768486261367798,0.6064570546150208,1,0,1,278,"Successful"
"@[[USER]] She has no [[record]] on gun control. No [[thanks]].","@[[ABUSERS]] She has no [[scrapbook]] on gun control. No [[merci]].",0.09421128034591675,0.6655261516571045,0,1,0,130,"Successful"
"@USER @USER is so [[stupid]] it makes her sooooooo HOT","@USER @USER is so [[beta]] it makes her sooooooo HOT",0.17389750480651855,0.8411427736282349,1,0,1,58,"Successful"
"@[[USER]] [[Uh]]...[[ALL]] of their [[signatures]] are on the [[record]]"", [[genius]].  🚂 #MAGA""","@[[ABUSERS]] [[Oooh]]...[[FULL]] of their [[scrawl]] are on the [[records]]"", [[geniuses]].  🚂 #MAGA""",0.05276256799697876,0.5438490509986877,0,1,0,183,"Successful"
"@[[USER]] [[Remember]] [[Tina]]. You can [[always]] sleep when you are dead! URL","@[[EATERS]] [[Rember]] [[Tena]]. You can [[stubbornly]] sleep when you are dead! URL",0.07178241014480591,0.5712276101112366,0,1,0,104,"Successful"
"@USER nah it's coz you're a [[cunt]]. blocked","@USER nah it's coz you're a [[vixen]]. blocked",0.16259706020355225,0.5387833118438721,1,0,1,54,"Successful"
"@USER @USER He should have [[started]] [[since]] [[game]] 1. But don't [[worry]] once he gets the start it will change the [[faith]] for the Browns. He is a winner!!! Nothing against [[current]] starter. But he is just a back up in the NFL.","@USER @USER He should have [[erupted]] [[as]] [[gaming]] 1. But don't [[shitless]] once he gets the start it will change the [[religion]] for the Browns. He is a winner!!! Nothing against [[nonstop]] starter. But he is just a back up in the NFL.",0.11538386344909668,0.7254961133003235,0,1,0,172,"Successful"
"@USER [[Fool]]!","@USER [[Beta]]!",0.20386981964111328,0.9480321407318115,1,0,1,53,"Successful"
"@USER you are holding my life hostage! I have tried everything you have [[asked]] to get the freeze removed and for weeks you have done nothing to make this happen. @USER and @USER [[made]] it [[easy]]. None of your antiquated systems work and customer service is non-existent.","@USER you are holding my life hostage! I have tried everything you have [[demanded]] to get the freeze removed and for weeks you have done nothing to make this happen. @USER and @USER [[doing]] it [[simplistic]]. None of your antiquated systems work and customer service is non-existent.",0.2544483542442322,0.5067592859268188,0,1,0,133,"Successful"
"@[[USER]] Good [[idea]]. They need to protect our borders more than they [[need]] to [[be]] [[overseas]].","@[[EATERS]] Good [[brainchild]]. They need to protect our borders more than they [[gotta]] to [[constitutes]] [[alien]].",0.06931841373443604,0.5500844120979309,0,1,0,146,"Successful"
"@[[USER]] A [[thought]] I [[had]] [[watching]] this “[[does]] she [[know]] where she is or what’s [[going]] on?”","@[[USERNAME]] A [[reckon]] I [[got]] [[witnessing]] this “[[va]] she [[fathom]] where she is or what’s [[gonna]] on?”",0.09188735485076904,0.5659234523773193,0,1,0,244,"Successful"
"‘She’s NOT in charge of the Senate!’ WATCH Megyn Kelly UNLOAD on Ford for demanding an FBI [[investigation]]""  URL #TCOT #MAGA #RedNationRising""","‘She’s NOT in charge of the Senate!’ WATCH Megyn Kelly UNLOAD on Ford for demanding an FBI [[sounding]]""  URL #TCOT #MAGA #RedNationRising""",0.2550783157348633,0.5601685047149658,0,1,0,66,"Successful"
"@USER @USER Haha true.  Back to your original point... if we all just [[fucking]] drive everything would be fine!","@USER @USER Haha true.  Back to your original point... if we all just [[effing]] drive everything would be fine!",0.4018549919128418,0.8998823165893555,1,0,1,42,"Successful"
"@[[USER]] What [[manga]] you [[reading]]?","@[[ABUSERS]] What [[manna]] you [[lire]]?",0.05903404951095581,0.5951563119888306,0,1,0,41,"Successful"
"@[[USER]] how Antifa's extremism is facism in the [[making]]""  Now I'm [[making]] the face in your avi""","@[[EATERS]] how Antifa's extremism is facism in the [[fabrication]]""  Now I'm [[make]] the face in your avi""",0.16284805536270142,0.5047121047973633,0,1,0,113,"Successful"
"@[[USER]] [[Where]] [[will]] #Antifa [[get]] their cloths now?","@[[ABUSERS]] [[Till]] [[lust]] #Antifa [[attain]] their cloths now?",0.05656975507736206,0.5687289834022522,0,1,0,146,"Successful"
"1 [[Week]] [[watch]] [[Nike]] [[Stock]] [[Plummet]].. the [[Liberals]] can't [[keep]] [[Nike]] [[afloat]].. #BoycottNike   Macy's [[still]] hasn't rebounded ! URL","1 [[Weekly]] [[supervise]] [[Nikkei]] [[Stockpile]] [[Dips]].. the [[Democrat]] can't [[uphold]] [[Nicky]] [[floundering]].. #BoycottNike   Macy's [[anyway]] hasn't rebounded ! URL",0.1068047285079956,0.5173789262771606,0,1,0,237,"Successful"
"#[[Levi]] #[[Strauss]] Takes [[Stand]] [[On]] Gun Control - URL | [[Continuous]] [[News]] | [[Missoula]] &[[amp]]; Western #[[Montana]] URL","#[[Taxes]] #[[Johann]] Takes [[Bleachers]] [[At]] Gun Control - URL | [[Unceasingly]] [[Journalists]] | [[Whitefish]] &[[amps]]; Western #[[Yellowstone]] URL",0.09175902605056763,0.5121504068374634,0,1,0,183,"Successful"
"@USER well do some [[research]] and dairy and gluten allergies are major problems with mental health from anxiety and depression to bi polar and schizophrenia.. Its a tough diet but if you are sick of feeling like you are its way worth it","@USER well do some [[snooping]] and dairy and gluten allergies are major problems with mental health from anxiety and depression to bi polar and schizophrenia.. Its a tough diet but if you are sick of feeling like you are its way worth it",0.3014500141143799,0.5229356288909912,0,1,0,75,"Successful"
"@USER it would [[mean]] [[so]] [[much]] of an [[amazing]] girl (@USER could [[have]] some advice from you. [[She]] is [[finally]] [[following]] her dream of being a [[photographer]] and would [[love]] some [[tips]]. [[Her]] [[photos]] are [[amazing]] already [[so]] [[I]] [[know]] she is gonna [[be]] an even more amazing [[later]] on😘","@USER it would [[implicate]] [[tad]] [[severely]] of an [[whopping]] girl (@USER could [[ha]] some advice from you. [[Herself]] is [[anyway]] [[follows]] her dream of being a [[photographed]] and would [[luv]] some [[insinuations]]. [[His]] [[photographed]] are [[whopping]] already [[whereby]] [[me]] [[reckon]] she is gonna [[exist]] an even more amazing [[lastly]] on😘",0.04858076572418213,0.6543525457382202,0,1,0,483,"Successful"
"@USER Liberals are kind bad [[slow]] at this or they just stalling.","@USER Liberals are kind bad [[doldrums]] at this or they just stalling.",0.25136029720306396,0.6732057332992554,0,1,0,27,"Successful"
"@USER @[[USER]] @USER @USER @USER She [[IS]] the coolest thing in tennis. Way cooler than her [[opponent]] [[tomorrow]]. By such a [[long]] shot. #[[class]] #coolaintforsale","@USER @[[EATERS]] @USER @USER @USER She [[CONSISTS]] the coolest thing in tennis. Way cooler than her [[enemies]] [[mornin]]. By such a [[protracted]] shot. #[[categorize]] #coolaintforsale",0.09678512811660767,0.5068423748016357,0,1,0,182,"Successful"
"@[[USER]] [[He]] is [[going]] to [[win]]!","@[[WEARER]] [[His]] is [[abandoning]] to [[conquest]]!",0.05345183610916138,0.5952765941619873,0,1,0,81,"Successful"
"@[[USER]] [[You]] are [[doing]] [[copy]] paste of the tweets of south park [[twitter]]... There are something weird on here 🤔🤔🤔","@[[ABUSERS]] [[Thyself]] are [[acted]] [[copycat]] paste of the tweets of south park [[bloggers]]... There are something weird on here 🤔🤔🤔",0.07783544063568115,0.5530459880828857,0,1,0,79,"Successful"
"@USER @USER @USER Hate to say it, but you got your sides mixed up. How many people have been beaten up, killed, etc by far-right radicals"". On the other hand, Antifa, Black Lives Matter, etc?""","@USER @USER @USER Hate to say it, but you got your sides mixed up. How many people have been beaten up, killed, etc by far-right radicals"". On the other hand, Antifa, Black Lives Matter, etc?""",0.5313206911087036,0.5313206911087036,1,1,0,1,"Skipped"
"@USER @USER It’s laughable that you parade China with its shocking human rights record. In China extreme Gun Control only meant death for millions of Chinese citizens at the hands of the state ... The History is well known.","@USER @USER It’s laughable that you parade China with its shocking human rights record. In China extreme Gun Control only meant death for millions of Chinese citizens at the hands of the state ... The History is well known.",0.5833224058151245,0.5833224058151245,1,1,0,1,"Skipped"
"@[[USER]] @USER lol Why would [[conservatives]] [[want]] to [[hide]] that?  It contradicts everything [[Ford]] [[has]] claimed. 🤷🏼‍♂️","@[[EATERS]] @USER lol Why would [[republicans]] [[envy]] to [[skin]] that?  It contradicts everything [[Chevy]] [[got]] claimed. 🤷🏼‍♂️",0.11894732713699341,0.5291738510131836,0,1,0,162,"Successful"
"@[[USER]] @[[USER]] @[[USER]] @[[USER]] @[[USER]] @[[USER]] @[[USER]] @[[USER]] @[[USER]] @[[USER]]  @[[USER]] @[[USER]] @[[USER]] @[[USER]]  A [[better]] question:  what [[do]] American voters [[need]] to do to defeat Antifa &amp; their Democrat [[sponsors]]?","@[[ABUSERS]] @[[EATERS]] @[[ABUSERS]] @[[ABUSERS]] @[[ABUSERS]] @[[RENTERS]] @[[ABUSERS]] @[[ABUSERS]] @[[ABUSERS]] @[[ABUSERS]]  @[[ABUSERS]] @[[ABUSERS]] @[[ABUSERS]] @[[CLIENT]]  A [[bigger]] question:  what [[fait]] American voters [[oughta]] to do to defeat Antifa &amp; their Democrat [[bankrolled]]?",0.08113753795623779,0.5334228277206421,0,1,0,490,"Successful"
"@USER @USER Thoughts and prayers don't work. We need [[sensible]] gun control legislation.","@USER @USER Thoughts and prayers don't work. We need [[canny]] gun control legislation.",0.22759991884231567,0.7012423276901245,0,1,0,56,"Successful"
"@USER Fixing that headline for you.  “Antifa [[Protestors]] Chant We [[Believe]] [[Christine]] Ford”","@USER Fixing that headline for you.  “Antifa [[Heckling]] Chant We [[Devine]] [[Noh]] Ford”",0.06559103727340698,0.6231944561004639,0,1,0,117,"Successful"
"@USER @USER @USER [[Nasty]] a$$ Liberal sheep...you are prime example of sheeple with NO [[BRAIN]].","@USER @USER @USER [[Repellent]] a$$ Liberal sheep...you are prime example of sheeple with NO [[SPILLING]].",0.18994396924972534,0.7210726141929626,1,0,1,76,"Successful"
