sentence,label
"SICK KIDS VS. DISNEY IN  #39;PETER PAN #39; DUSTUP It #39;s a story that would make Peter Pan glad that he never grew up. Walt Disney Co. is caught in a feud with a UK children #39;s hospital over the copyright to JM Barrie #39;s classic novel,  quot;Peter Pan.",2
"A Distraction as a Deadline Approaches As the holidays approach, Christmas spirit is a bargain-hunting essential.",3
Nintendo Returns to Profit ([[AP]]) [[AP]] - Nintendo Co. returned to profit in the first half of the fiscal year from a loss a year ago as the Japanese video-game maker erased foreign exchange losses and turned more profit with game-software sales.,3
"Mars water tops science honours The discovery that salty, acidic water once flowed across the surface of Mars has topped a list of the 10 key scientific advances of 2004.",0
Treasuries [[Benefit]] on [[Spike]] in Crude Oil  NEW YORK (Reuters) - Treasury debt [[prices]] [[climbed]] on [[Monday]]  as investors [[bet]] oil prices near record highs might dent [[U]].[[S]].  [[consumption]] and force the [[Federal]] Reserve to [[slow]] the pace of  interest [[rate]] [[hikes]].,2
"[[Interview]]: OSDL chief [[Stuart]] [[Cohen]] - [[Part]] 2 [[In]] the [[second]] of a two-part interview, Open Systems Development [[Labs]] chief Stuart Cohen [[gives]] his [[views]] on [[Linux]] security, desktops, the Domino [[effect]] towards Linux, and why Microsoft will eventually port to [[Linux]].",3
"Study: 39 Million Americans In Working Poor Families [[WASHINGTON]] -- A new report indicates that one in every five US [[jobs]] pays less than a poverty-level wage for a family of four. As a result, nearly 39 million Americans, including 20 million children, are [[members]] ",2
[[Button]] [[defends]] [[F1]] [[decision]] [[Britain]] #39;s [[Jenson]] Button has justified his decision to [[leave]] BAR for Williams as the dispute over his [[future]] [[moves]] towards a conclusion.,1
Blackberry shrinks [[phone]] [[keyboard]] [[The]] [[latest]] Blackberry [[mobile]] [[device]] [[packs]] a [[traditional]] [[Qwerty]] [[keyboard]] into  [[20]] [[keys]].,3
"[[Yahoo]]! To Provide Traffic [[Updates]] As [[part]] of an [[effort]] to expand local content, Internet [[portal]] company [[Yahoo]]! Wednesday night began [[offering]] Web surfers information about current traffic conditions for the largest US metro areas.",3
Stuttgart [[Closing]] on Qualification [[VfB]] Stuttgart went clear at the top of [[UEFA]] Group G with a convincing [[3-0]] win over [[Portuguese]] giants [[Benfica]]. [[Brazilian]] striker [[Cacau]] [[put]] [[Matthias]] [[Sammers]] [[side]] ahead and further ,1
EU Move on Cyprus [[Eases]] Way for Turkey Deal  BRUSSELS ([[Reuters]]) - The [[European]] Union and Turkey [[inched]]  toward a historic agreement on starting [[membership]] talks on  Friday as EU [[leaders]] softened their [[demands]] on the crucial  sticking point of Cyprus.,0
"Blast [[kills]] [[one]], [[injures]] 15 in southwest Pakistan [[QUETTA]], [[Pakistan]] - [[A]] bomb fixed to a bicycle [[killed]] [[one]] man and [[injured]] 15 people in southwestern [[Pakistans]] [[restive]] [[desert]] province of Baluchistan on [[Thursday]], [[police]] said.",0
"Braves 6, [[Padres]] 5 [[Andruw]] [[Jones]] [[hit]] a [[two-run]] homer off [[Trevor]] [[Hoffman]] in the [[ninth]] [[inning]] and the [[Atlanta]] Braves [[threw]] out the [[potential]] [[tying]] run at the plate for the [[final]] out [[Wednesday]] night, preserving a 6-5 come-from-behind [[win]] over the San Diego [[Padres]]. ",1
"Kmart names [[new]] CEO Kmart [[yesterday]] [[hired]] a restaurant and [[branding]] [[expert]] as its [[new]] [[president]] and [[chief]] [[executive]] officer, [[suggesting]] the [[nation]] #39;s third-largest discount retailer would [[soon]] [[start]] ",2
"[[Oracle]] expected to [[push]] on [[content]] [[management]] at OpenWorld Oracle is [[expected]] to unveil [[updates]] to its [[software's]] content management and business intelligence [[functions]], as [[well]] as other [[enhancements]] at [[next]] [[week's]] Oracle [[OpenWorld]] user [[event]].",3
9:22 am: Missing explosives have experts wondering what else is &lt;b&gt;...&lt;/b&gt; Revelations that nearly 400 [[tons]] of conventional [[explosives]] have gone [[missing]] in [[Iraq]] have experts [[wondering]] what other [[weapons]] might be in jeopardy of [[falling]] into insurgent or [[terrorist]] hands.,0
"Spammers [[use]] [[sender]] [[authentication]] too, [[study]] says [[The]] technology hasn't been [[widely]] adopted, but spammers are [[taking]] it up at a faster rate than [[legitimate]] [[e-mailers]].",3
"[[Grief]], [[tears]] as [[mother]], [[seven]] children killed in [[house]] [[fire]] mourned ([[Canadian]] [[Press]]) Canadian [[Press]] - [[ST]]. CATHARINES, [[Ont]]. ([[CP]]) - [[About]] [[1]],[[000]] mourners [[filled]] a church Saturday for a funeral service for a mother and her [[seven]] children [[killed]] when fire tore through their [[century-old]] [[rural]] [[southwestern]] Ontario home.",0
"Baseball's Homeless [[Franchise]] [[Bud]] Selig, the [[Major]] League Baseball [[commissioner]], didn't realize he was gambling when he [[awarded]] the [[Expos]] to Washington.",1
"NBA [[Game]] [[Summary]] - Portland at [[Dallas]] [[Dallas]], TX ([[Sports]] Network) - Dirk [[Nowitzki]] scored 23 points and [[grabbed]] [[14]] rebounds to [[lead]] Dallas to a [[92-83]] [[win]] over [[Portland]] at [[American]] [[Airlines]] [[Arena]].",1
"3 [[UN]] [[staff]] kidnapped in [[Afghan]] [[capital]] [[Unknown]] [[armed]] [[men]] in [[military]] uniform [[kidnapped]] three [[staff]] of the [[United]] [[Nations]] in the [[Afghan]] [[capital]] [[city]] at broad daylight [[Thursday]], [[Afghan]] [[officials]] [[confirmed]].",0
"PeopleSoft CEO Ousted for  #39;Situational Ethics #[[39]]; [[AccountingWEB]].com - October 06, 2004 - The opening of a [[trial]] [[related]] to Oracle #[[39]];s takeover bid of [[PeopleSoft]] [[featured]] the [[revelation]] that CEO Craig [[Conway]] was fired last week for making misleading [[statements]] about [[PeopleSoft]] #[[39]];s [[sales]].",2
"Lawyers In the Limelight By all appearances, Steven [[Woghin]] was a lawyer at the top of his game. After years in government service, the former Justice Department attorney had worked his way up to a comfortable six-figure salary and the chief legal job at software [[maker]] Computer Associates International Inc.",2
Cahill [[Could]] [[Be]] in the Clear [[Tim]] [[Cahill]] could [[escape]] suspension for his [[controversial]] celebration of [[Evertons]] [[winner]] at Manchester City when he was sent off for pulling his [[shirt]] over his head.,1
"Cable   Wireless to [[Cut]] 600 Jobs  LONDON (Reuters) - Britain's Cable   Wireless posted its  first net profit in over 3 years and announced plans to cut 600  jobs and return cash to investors, sending the telecom  company's shares racing to 5-month highs on [[Wednesday]].",2
Rates on [[short-term]] [[T-bills]] [[hit]] [[30-month]] [[high]] [[WASHINGTON]] -- [[Interest]] rates on short-term Treasury bills rose in [[yesterday's]] auction to the [[highest]] levels in [[30]] months.,2
"US Airways [[Pilots]] [[Approve]] [[18]] Pay [[Cut]] Five-year, \$1.8 billion cost-cutting contract [[approved]] [[Thursday]] also reduces retirement benefits, increases [[work]] [[hours]] and [[eliminates]] [[retiree]] [[medical]] coverage.",2
"[[Cingular]] Sales Rise in Quarter, but [[Profit]] Falls [[18]] Percent [[By]] Bloomberg News. [[Cingular]] [[Wireless]], which is [[buying]] AT [[amp]];[[T]] Wireless, said yesterday that third-quarter sales rose 4.9 percent, to \$4.",2
"Now [[It]] #39;s [[Official]]: [[Economy]] [[Shrunk]] The [[US]] economy [[slowed]] more sharply in the [[second]] quarter than [[first]] [[thought]] as oil prices rose and the trade gap swelled, the [[government]] said on Friday in a [[report]] that confirmed momentum [[faltered]] in the [[spring]].",2
"[[Streaking]] [[Patriots]] still [[stinging]] from [[last]] game at Buffalo Anytime someone tells Bill [[Belichick]] how great his team is, the New England Patriots [[coach]] needs only to slip in a [[tape]] of last year #39;s season opener to [[stay]] grounded.",1
"International [[Space]] Station Crew Begins [[Preflight]] Exams MOSCOW (AP) -- [[The]] [[replacement]] crew for the International [[Space]] Station [[started]] [[two]] days of [[preflight]] exams Monday, part of [[final]] preparations to relieve the two-man [[Russian-American]] [[crew]] finishing a six-month mission.    Russian cosmonaut Salizhan Sharipov and U.S...",3
Boeing Competitors [[Protest]] Lockheed Martin Corp. and BAE Systems North America Inc. [[filed]] protests with the Air Force [[Tuesday]] over a \$4 billion contract to upgrade electronics on C-130 military transport planes [[awarded]] to Boeing Co. in 2001.,2
"[[Small]] office / Home office [[Wi-Fi]] device finds hotspots [[More]] and more venues are [[becoming]] [[hotspots]]. [[Using]] the wireless [[802]].11x protocol better known as [[Wi-Fi]], these hotspots can be found in airports, libraries, [[coffeehouses]], [[restaurants]], [[shopping]] ",3
Athens - a \$[[12bn]] bill THE [[world]] [[sighed]] with [[relief]] when [[Greeks]] kept their [[promise]] to [[deliver]] some of the world #39;s finest [[sport]] venues in time for the [[Athens]] [[Olympics]].,1
[[Ex-general]] [[wins]] Indonesian [[elections]] [[Retired]] [[general]] [[Susilo]] [[Bambang]] Yudhoyono was on [[Monday]] confirmed as [[Indonesia]] #39;s [[next]] leader as [[final]] counting from the country #39;s [[first]] direct [[presidential]] polls gave him a [[landslide]] victory over his [[predecessor]].,0
"[[China]] [[Says]] Taiwan Spy [[Also]] [[Operated]] in U.S. - Media  BEIJING ([[Reuters]]) - [[Beijing]] on [[Monday]] [[accused]] a  [[Chinese-American]] arrested for [[spying]] for [[Taiwan]] of [[building]] an  espionage network in the United States, and [[said]] he could go on  trial very soon.",0
Sun settles Kodak patent suit Sun Microsystems says it will pay Kodak \$92 million to settle a high-profile patent suit involving Sun #39;s Java programming technology.,2
"Baseball still [[learning]] lessons from '[[94]] strike (USATODAY.com) USATODAY.com - In the 10 years since major league baseball's lights were dimmed and the World Series [[canceled]], [[players]] and owners have cashed in.",1
"Southwest In, [[AWA]] Out Of Midway [[Bidding]] DECEMBER 10, 2004 -- [[Southwest]] [[Airlines]] this [[morning]] [[said]] it will submit a bid to the federal bankruptcy [[court]] in Indianapolis today for certain assets of bankrupt [[ATA]] [[Airlines]].",2
"[[Kansas]] [[State]] [[76]], [[Arkansas-Pine]] Bluff 42 [[Clent]] Stewart scored a career-high 15 [[points]] and [[Kansas]] State used stifling defense for a 76-42 victory over Arkansas-Pine Bluff on Monday.",1
Qualcomm Raises Earnings Forecast Qualcomm Inc. on Friday raised its quarterly profit forecast due to strong demand for its mobile phone technology. The San Diego company said it expects earnings [[per]] ,2
"[[Aon]] [[may]] face [[civil]] suit [[The]] [[office]] of [[New]] [[York]] [[Attorney]] [[General]] Eliot Spitzer has uncovered [[evidence]] of improper business practices at Aon Corp., the world #39;s second-largest insurance broker, [[according]] to a [[published]] [[report]].",2
"Military [[Buoys]] [[Profit]] at [[Defense]] [[Firms]]  CHICAGO (Reuters) - [[Robust]] [[demand]] for military [[equipment]]  and technology led [[four]] U.[[S]]. [[defense]] companies to [[post]] [[higher]]  [[quarterly]] [[profit]] on [[Wednesday]], with jet maker [[Boeing]] [[Co]]. &[[lt]];[[A]] [[HREF]]=""http://www.[[investor]].[[reuters]].[[com]]/FullQuote.aspx?[[ticker]]=BA.N [[target]]=/stocks/[[quickinfo]]/fullquote""&gt;[[BA]].[[N]]&lt;/[[A]]&[[gt]];  reporting a 78 [[percent]] jump in [[earnings]] despite a decline in  [[commercial]] [[airplane]] revenue.",2
"Gone Phishing? Zastrossi [[writes]]  [[quot]];According to the Anti-Phishing [[Working]] [[Group]], phishing sites--the [[practice]] of making sites that look and act [[like]] [[popular]] sites such as banks in [[order]] to steal [[personal]] information from customers--rose from [[543]] sites in [[September]] to ",3
Hurricane [[Frances]] Nears NE Caribbean (AP) [[AP]] - [[Hurricane]] [[Frances]] strengthened as it churned near islands of the northeastern Caribbean with ferocious [[winds]] [[expected]] to graze Puerto Rico on Tuesday before the storm plows on toward the Bahamas and the southeastern United States.,0
"[[Sybase]] [[releases]] [[free]] [[Express]] database for Linux In a bid to expand the customer base for its [[database]] software, [[Sybase]] [[Inc]]. released on Tuesday a [[free]], [[limited]] version of its software for [[deployment]] on Linux systems.",3
Oxford 18 [[Cambridge]] 11 Replacement [[winger]] Ross Lavery scored the decisive try just [[two]] minutes from time as [[Oxford]] [[finally]] [[justified]] the [[favourites]] tag they had [[carried]] into each of the [[last]] [[three]] [[matches]].,1
"[[Coleman]] [[Enjoys]] [[Fulhams]] [[Battling]] [[Display]] [[Fulham]] [[manager]] [[Chris]] Coleman was [[delighted]] with his [[side]] #[[39]];s second-half performance, which [[brought]] them a [[hard-earned]] [[point]] in a [[1-1]] draw against Manchester United at [[Craven]] [[Cottage]].",1
"[[Yankees]] stay in [[tune]] [[Unbeaten]] [[Orlando]] [[Hernandez]] pitched seven [[innings]] of [[five-hit]] ball to win his [[eighth]] straight [[decision]], and the [[New]] York [[Yankees]] beat [[Sidney]] [[Ponson]] and the [[Orioles]], 5-2, [[yesterday]] in Baltimore.",1
"Pfizer Hikes [[Warning]] on [[Bextra]] [[Skin]] [[Risk]]  [[NEW]] [[YORK]] (Reuters) - [[Pfizer]] [[Inc]]. &lt;[[A]] [[HREF]]=""[[http]]://www.[[investor]].[[reuters]].[[com]]/[[FullQuote]].[[aspx]]?[[ticker]]=[[PFE]].[[N]] [[target]]=/[[stocks]]/quickinfo/[[fullquote]]""&gt;[[PFE]].[[N]]&lt;/[[A]]&gt; [[said]] on Friday it  is [[sending]] [[additional]] [[information]] to [[healthcare]] professionals  about its [[arthritis]] drug Bextra, a COX-2 product in the same  class as the withdrawn drug Vioxx.",2
"Maid sues Sony Pictures exec p2pnet.[[net]] News- James [[Jackson]], vp of legal affairs for Sony Pictures Entertainment, filed for bankruptcy protection just days before a lawsuit accusing him and his wife of involuntary servitude, false imprisonment, invasion of privacy, negligence and ",3
"Massachusetts 61, No. 7 Connecticut 59 Massachusetts [[made]] sure its first home [[game]] against a defending national champion was one to remember. The [[Minutemen]] [[stunned]] [[seventh-ranked]] Connecticut 61-59 on [[Rashaun]] Freeman #39;s layup with 4.3 seconds to play Thursday night.",1
ACLU Seeks to Challenge Gay Adoption Ban (AP) [[AP]] - The [[American]] Civil Liberties Union asked the [[Supreme]] Court on [[Friday]] to [[hear]] its challenge to Florida's ban on adoptions by gays.,0
"[[Xybernaut]] sews up bright-light mobile [[PC]] [[The]] flat-panel Atigo T/HB, designed for use in [[bright]] outdoor [[lighting]], works as a wearable computer or as a [[wireless]] display.",3
"[[Citrix]] [[buying]] [[VPN]] [[company]] Net6 for \$[[50]] million BOSTON - Citrix Systems is buying Net6, a privately-held maker of SSL ([[Secure]] [[Socket]] Layer) VPN (Virtual Private Network) technology, for \$50 million [[cash]], [[Citrix]] [[said]] Tuesday.",3
SEC [[may]] put end to quid pro quo (USATODAY.com) USATODAY.com - [[The]] [[Securities]] and Exchange [[Commission]] is [[expected]] to [[vote]] [[Wednesday]] to [[prohibit]] [[mutual]] fund companies from [[funneling]] stock trades to brokerage firms that agree to promote their funds to investors.,2
"Multiplex, [[Westfield]] in UK [[bid]] SHOPPING centre giant [[Westfield]] [[Group]] has drafted rival Multiplex and the [[billionaire]] Reuben [[brothers]] into its pound stg. 585 million (\$1.",2
"[[Study]]: [[Wrecks]] Jump 3 Days After Terrorism Fatal [[traffic]] accidents increase sharply in Israel on the third day after a terrorist attack, and researchers are searching for an explanation why.",3
"Fannie Mae Pays the Price of Cutting Corners to Look Safe [[Two]] [[regulatory]] agencies have [[concluded]] that Fannie Mae [[cut]] [[corners]] when it [[came]] to its [[accounting]], and that has [[severely]] damaged its image.",2
Rain threatens triangular final ([[AFP]]) [[AFP]] - Organisers were left banking on the Dutch weather to spare Saturday's final of the triangular cricket tournament after deciding against altering the fixture schedule in a bid to beat the rain that has marred this warm-up event for next month's ICC Champions Trophy in England.,0
"[[Alcoa]] Shares Fall Most [[Since]] [[April]] in Europe [[After]] Forecast [[Shares]] of [[Alcoa]] Inc., the world #39;s biggest aluminum producer, [[fell]] the most in [[almost]] five [[months]] in Europe after the [[company]] [[said]] [[third-quarter]] profit from [[continuing]] operations will be below [[analysts]] #[[39]]; estimates.",2
"[[IBM]] To Amp Integration with [[Venetica]] [[Buy]] ([[NewsFactor]]) NewsFactor - IBM (NYSE: IBM) has [[said]] it will [[purchase]] [[Venetica]], a [[privately]] [[held]] firm that [[provides]] [[content-integration]] [[software]] to [[unstructured]] data sources.",3
"[[Techs]] lead gains on Wall Street Shares [[surged]] on Wall Street on [[Friday]] [[night]], [[pushing]] the [[Dow]] over [[100]] points [[higher]], as [[tech]] [[stocks]] [[rallied]] and [[drug]] [[giant]] Merck staged a 1 [[per]] [[cent]] [[rebound]] [[following]] its 26 [[per]] cent fall on Thursday.",2
"[[Two]] [[Michigan]] St football [[players]] [[arrested]] [[EAST]] [[LANSING]], Michigan (Ticker) - Two Michigan [[State]] [[football]] [[players]] were [[arrested]] [[Tuesday]] [[morning]] for planting [[three]] homemade  [[quot]];[[MacGyver]] bombs [[quot]]; outside a campus apartment.",1
"Two [[Michigan]] State receivers [[arrested]] on bomb-making charges Two Michigan [[State]] football players have been charged with [[planting]] [[homemade]] bombs [[outside]] apartments. Terry Love and Irving [[Campbell]], both [[19-year-old]] [[redshirt]] [[freshmen]] wide [[receivers]] ",1
[[Atlas]] Copco to [[Sell]] Electric Tool Business Swedish engineering company Atlas Copco [[said]] [[Monday]] it will [[sell]] its electric tool [[business]] to Hong Kong-based [[Techtronic]] Industries Co.,2
[[Mexican]] columnist [[murdered]] A prominent Mexican journalist known for his reports on organised  [[crime]] is [[killed]] on the US border.,0
[[Scientists]] [[study]] clues to forecasting California [[quakes]] Two researchers say they #39;ve [[discovered]] a [[pattern]] of [[tremors]] [[deep]] beneath the [[San]] [[Andreas]] Fault that [[someday]] [[may]] yield clues into unlocking the mysteries of [[California]] earthquakes.,3
IBM Claims Computing Crown (The Motley Fool) The [[Motley]] Fool - [[IBM]] (NYSE: IBM - News) has new bragging rights. Press reports indicate that the technology giant has created the world's fastest supercomputer two years after a Japanese computer claimed that title.,3
Serena [[takes]] [[China]] title [[Serena]] Williams [[got]] back to [[winning]] [[ways]] with victory over [[US]] [[Open]] [[champion]] [[Svetlana]] [[Kuznetsova]] in the final of the [[China]] [[Open]] on [[Sunday]].,1
"[[Philip]] Morris, [[plaintiffs]] [[fighting]] again SPRINGFIELD, Ill. [[Philip]] Morris and lawyers who won a [[ten-]](B)billion-dollar judgment against the [[company]] are [[fighting]] again. The cigarette maker on [[Monday]] [[asked]] the Illinois [[Supreme]] [[Court]] to disqualify a Chicago ",2
Verizon [[brings]] top-speed DSL to 16 more areas DSL at 3mbps debuts in areas within [[company's]] [[existing]] [[footprint]].,3
[[Eurostocks]] Nudge Up on Ericsson  PARIS (Reuters) - European shares nosed up on Wednesday as  Ericsson gained on news it had won part of \$4-billion Cingular  deal and with Glaxo buoyed after Pfizer affirmed its [[outlook]].,2
"UPDATE [[1-Jimenez]], Garcia, Donald [[make]] [[Langer]] a happy man Miguel [[Angel]] [[Jimenez]] and [[Sergio]] [[Garcia]] [[warmed]] up for this month #39;s Ryder [[Cup]] with [[sparkling]] [[starts]] at the [[European]] Masters on [[Thursday]].",1
"USA: Smithfield Foods reports higher [[Q2]] [[earnings]] US meat [[processor]] [[Smithfield]] Foods has [[reported]] higher [[second-quarter]] [[earnings]], as [[higher]] hog [[prices]] [[offset]] [[lower]] pork [[margins]] and a loss in its beef [[operations]].",2
"[[Plane]] of [[NASCAR]] [[Team]] Hendrick Missing Race fans [[wave]] American flags in the stands during the [[singing]] of the [[National]] Anthem [[prior]] to the [[start]] of the [[NASCAR]] [[Subway]] 500 stock car race at [[Martinsville]] [[Speedway]] in [[Martinsville]], Va.",1
[[Electronic]] Jihad [[Internet]] Attack [[Rumored]] For Today Electronic Jihad [[Internet]] Attack Rumored For Today\\[[Is]] the Electronic [[Jihad]] [[attack]] [[happening]] [[today]] or is it just stirred up [[rumors]]? Yevgeny Kaspersky has raised [[concerns]] of a [[major]] [[attack]] on the [[internet]] [[today]]. [[Kaspersky]] has been widely [[quoted]] as [[saying]] that there would be a [[major]] [[online]] attack against Israeli ...,3
"[[Tokyo]] [[Stocks]] Turn Lower by Midday  [[TOKYO]] ([[Reuters]]) - Tokyo's Nikkei fell 0.19 percent by  midday on Wednesday, [[erasing]] initial [[gains]] and [[extending]] [[losses]]  into a ninth straight day as [[worries]] about high oil prices and  domestic economic [[uncertainty]] [[hit]] exporters and [[tech]] stocks.",2
"Gates Says [[Broadcast]] [[TV]] Model Faces Irrelevancy Bill Gates [[predicts]] a\future for the entertainment industry in which traditional\broadcast television is rendered irrelevant. [[It's]] a positive\vision, [[however]], because [[new]] and better business models made\possible by [[technology]] are emerging.",3
"[[Israeli]] tank [[kills]] three [[Egyptian]] troops An Israeli [[tank]] has [[opened]] fire and killed three [[Egyptian]] [[troops]] in a [[border]] [[zone]] [[near]] the [[Gaza]] [[Strip]] after [[mistaking]] them for [[Palestinian]] arms [[smugglers]], Israeli security [[sources]] say.",0
"In Chile, [[pace]] of justice [[quickens]] A judge has ruled that Gen. Augusto [[Pinochet]] [[stand]] [[trial]] for his [[alleged]] [[involvement]] in [[state-sponsored]] [[torture]].",0
"It [[takes]] 6 [[Gators]] to match [[Bowden]] There is no shortage of [[ways]] to [[measure]] Bobby Bowden #39;s [[stellar]] [[career]] as [[Florida]] State #39;s [[football]] coach. [[There]] are the 277 of his Division IA leading 350 wins here, which is ",1
"[[Iraqi]] [[Guardsmen]] [[Ring]] [[Najaf]] [[Shrine]] US and Iraqi [[forces]] battled militants in Najaf on Tuesday and [[Iraqi]] National Guardsmen advanced to [[within]] [[200]] yards of the [[holy]] [[city]] #39;s Imam [[Ali]] [[Shrine]] compound, where insurgents loyal to [[radical]] [[cleric]] [[Muqtada]] al-Sadr have been holed up for weeks.",0
"Mobile phone  #39;[[deafness]] #39; risk p2pnet.net News:- Defects in [[Siemens]] 65 series [[mobile]] phones [[could]] cause deafness, [[says]] the [[company]].  quot;[[In]] [[extreme]] cases, this volume [[could]] lead to hearing [[damage]].",3
"Ken Caminiti, [[Former]] [[NL]] [[MVP]], [[Dies]] of Heart [[Attack]] at Age 41 Ken Caminiti, the [[1996]] National [[League]] [[Most]] Valuable Player who admitted to [[using]] steroids during his [[Major]] League Baseball [[career]], died [[yesterday]] of a heart [[attack]], his agent [[said]].",1
"Hurricane Ivan again growing in [[strength]], Caribbean islands &lt;b&gt;...&lt;/b&gt; [[Islanders]] scrambled to put up storm shutters and buy water as hurricane Ivan churned toward Barbados just days after hurricane Frances tore across the Caribbean and through Florida.",0
"[[Analysis]]: [[PeopleSoft]] [[users]] [[speak]] out about [[Oracle]] [[takeover]] ([[InfoWorld]]) [[InfoWorld]] - [[The]] [[great]] [[debate]] over the impact of Oracle's [[hostile]] [[takeover]] of PeopleSoft has all the big industry analyst organizations weighing in. However, in most of the analysis [[one]] group's opinion seems to have been overlooked: that of PeopleSoft [[users]].",3
"P2P Services in the Clear In a major setback for the music and movie industries, a federal appeals court upholds a lower [[court's]] decision in the infamous Grokster case, ruling peer-to-peer services Morpheus and Grokster are not liable for the copyright infringement of their [[users]]. By [[Katie]] Dean.",3
Is PeopleSoft waiting for the right price? A company board member [[testifies]] in trial that a sale would be possible if Oracle ups its offer.,3
"Iraq video [[shows]] 'hostage deaths' [[A]] [[video]] is [[released]] which apparently [[shows]] the [[killing]] of  two [[hostages]] in [[Iraq]], while two others are [[released]].",0
"Stocks Climb on Drop in Consumer Prices NEW [[YORK]] - Stocks rose for a second straight session Tuesday as a drop in consumer prices allowed investors to put aside worries about inflation, at least for the short term.    With gasoline prices falling to eight-month lows, the Consumer Price Index registered a small drop in July, giving consumers a respite from soaring energy prices...",0
"[[Strahan]] out for the season [[It]] #39;s bad enough when a [[team]] loses both [[starting]] defensive [[ends]] in one game. But when one of them is [[named]] Michael Strahan, it [[becomes]] a [[near]] [[disaster]].",1
[[Group]] [[E]]: Arsenal [[mystery]] [[continues]] [[Arsenal]] wasted a [[golden]] opportunity to [[virtually]] guarantee themselves a place in the knockout phase of the [[Champions]] League when they were held to a 1-1 draw by Panathinaikos at Highbury on Tuesday.,1
"Independent directors demanded Black #39;s resignation, investor [[says]] Catalyst [[Fund]] General Partner I Inc., a disgruntled shareholder of [[Hollinger]] Inc., claimed yesterday that the company #39;s independent board members have [[demanded]] the [[resignations]] of [[Conrad]] Black, his wife and other [[insiders]] -- a charge disputed by the ",2
"Asian [[rust]] poses problem to area farmers David Martz, like many other area farmers, just sighed upon hearing the news that Asian [[soybean]] rust had been discovered in Louisiana.",2
